"PUID","Reldens","DensT","DensT_Lo","DensT_Hi"
38257,0.786770459303799,0.978721778210749,0.229733676306769,2.70753073335959
38258,2.61655744544057,3.20349840166654,0.752169900484798,8.85654122584585
38483,0.867236357216619,1.15400319367805,0.270488999205573,3.20094248923733
38484,2.00201161637055,2.53918758863536,0.595777547158059,7.02981497357174
38485,2.10375868837124,2.63948594903024,0.619431361349442,7.30438054357335
38712,2.15620766214838,2.91404811329869,0.682771481798932,8.08786734512441
38713,1.49573043926445,2.0231740909455,0.474017985617729,5.61549093759676
38944,1.22887947330255,1.71327603466718,0.401112083862104,4.76101558260582
38945,2.25449304438243,3.12545280126583,0.731831957206053,8.68338700099051
38946,1.66330525843934,2.27417738375391,0.532680490577314,6.31488307113006
39183,1.22777575444039,1.71316562338761,0.40108502635407,4.76083143591535
39184,2.02588966062758,2.84166627149141,0.66517616797552,7.89863831096689
39185,1.56032537317156,2.17979497811552,0.510299757847325,6.05793742234253
39423,1.40133653021622,1.87756671655645,0.440275079888018,5.20812265462212
39424,1.61528151933163,2.22148297037447,0.520360796131013,6.16953871927928
39425,1.76476134272997,2.43587014146034,0.570410870196594,6.76640240332145
39426,1.41884260882372,1.96155996006601,0.459322539727785,5.44920052151296
39427,0.589982625429292,0.802765855598194,0.188040033912677,2.22869808788469
39665,0.936436982934808,1.17256372463651,0.275887460963918,3.24146961960846
39666,2.21463253753468,2.8703804382695,0.674142639685063,7.94909806395208
39667,1.32375413106697,1.74091341328757,0.408068570976379,4.82686698205587
39668,1.69785957096818,2.26793971541377,0.531439776033628,6.2919108302158
39669,0.796504681116832,1.07214680552423,0.25119164060817,2.97533045087156
39670,0.852557712353138,1.16004131631166,0.271728308993418,3.22059271143826
39914,0.867236357216619,0.942484557592394,0.223707724455401,2.5837433748804
39915,1.19928329387161,1.36864456138029,0.323807733652618,3.76353324252945
39916,2.34564488242728,2.8368076990716,0.668778410895237,7.82726656801906
39917,3.13382125779987,3.9002986906788,0.917956196940242,10.778759364841
39918,1.20382315402466,1.52724547302621,0.358207064016952,4.22851123984473
39919,1.72121559530752,2.21077494758955,0.518388252395411,6.12398042541654
39920,1.33653253623523,1.73172107509805,0.405978172040471,4.79861126246365
39921,0.892889120185193,1.12914626560849,0.264801670245291,3.12589318868431
40173,1.41102959884109,1.47463829915234,0.35114059870367,4.03151537402799
40174,3.16157244325936,3.450805276066,0.819038475955296,9.46188171726531
40175,3.06920337899989,3.46744536317041,0.820978819136763,9.52863521112706
40176,1.27260101202605,1.57631287590929,0.369846722226285,4.36025607508367
40177,1.07211923212307,1.32994661629598,0.312025703431268,3.67899423214321
40178,2.30909334895377,2.84467809372894,0.667355824342377,7.86695779650901
40179,1.90086010742619,2.33206665469122,0.547100080297415,6.44824379578417
40435,0.356017239286345,0.322431395041349,0.0778413286726112,0.871501419570721
40436,2.65274951318732,2.55421038547462,0.612717855005822,6.93961628288941
40437,2.64152198380842,2.57326295549512,0.616302430644111,6.99907185560945
40438,1.84891346670617,2.13263420615562,0.500605540744938,5.88196237839828
40439,1.1797000080142,1.39097704330137,0.32644369383775,3.83989766476616
40705,0.593300896700429,0.511351470303132,0.124175729624796,1.37581596449287
40706,2.46433096647102,2.16772771672797,0.525095715179984,5.8436552321612
40707,2.22156990607395,2.02627597279155,0.488586018688201,5.4810726314246
40708,1.28718358104883,1.36339350354279,0.320305697852657,3.74687956466222
40709,1.49686585149011,1.6382808998912,0.384750939933508,4.5085676029382
40711,0.467979669924219,0.471696799359302,0.110756853337429,1.29318346407034
40979,0.867236357216619,0.641576271472444,0.159034776702234,1.69737377342757
40980,0.867236357216619,0.656537883714522,0.162395083019457,1.74186709968605
40981,1.29628634463413,1.02536042201261,0.251994933723354,2.73434321531547
40982,3.18688575263574,2.61019129612393,0.638177737710814,6.98693764149366
40983,0.867236357216619,0.851921834112853,0.200257187235656,2.33355820684884
40984,1.0235177856572,1.03178907266561,0.242468423823584,2.8293986584546
40985,0.215763037018085,0.217361167161327,0.0510616304010036,0.595978545575873
40986,0.766568076600278,0.773435539155448,0.181648491683782,2.12066916247714
40987,1.63197011136412,1.61156685380499,0.378398979571325,4.41391252781136
40988,1.6952822000153,1.58891497941193,0.373077010279044,4.34015874345413
41261,0.867236357216619,0.628194230276873,0.155945513362435,1.65794796522752
41262,0.194320227344293,0.139805025265388,0.0348189507590106,0.368524610663247
41264,0.900616217766941,0.685365084313296,0.16950586249636,1.81952042729975
41265,0.931877009797686,0.68563051746033,0.170364973727676,1.8134406329261
41266,1.33579191248975,0.948629563640082,0.23651303795686,2.50015198174275
41267,1.43697332573705,0.995846578046653,0.24903284726213,2.61752839378821
41268,0.958444401093671,0.880430958816462,0.207094666004053,2.40459445822407
41269,1.18347896002721,1.11210639704378,0.261519124819577,3.04031101509892
41270,0.659112556094915,0.631833068049837,0.148530725436767,1.72876310443185
41271,0.562885343384427,0.546741969725577,0.128482450368356,1.49670727990935
41272,1.07684086528239,1.06659563269465,0.250568558606814,2.92220128777548
41273,1.67188097622292,1.44429134401853,0.339194732918683,3.92700761511015
41274,1.4045954458957,1.25438051531956,0.294561786881219,3.41705861583729
41275,0.650838905528919,0.570921137162289,0.134070406179456,1.55355160987043
41536,0.867236357216619,0.596999196078691,0.150329497217014,1.5639465310955
41537,0.560626718109796,0.377800803646365,0.0957402112554088,0.986567112812919
41538,0.867236357216619,0.609034934020815,0.152999288733519,1.60015671080629
41539,0.494404329824723,0.340618720442494,0.0857487540030201,0.893061369265762
41540,1.07084811747374,0.734756141111539,0.184774955358196,1.92648627283571
41541,1.68226116912196,1.1356211740296,0.2854679870605,2.97445902098936
41542,0.907622584396319,0.814016733789522,0.191508758594937,2.22084852445463
41543,1.22595213880769,1.10703561798115,0.260395714580575,3.02105684180623
41544,1.12501663392601,1.03745950588187,0.243937891926695,2.83363459128223
41545,1.09166796710442,1.01023935075332,0.237507921971536,2.75962890536314
41546,1.48648367029716,1.17559445174066,0.276133362728176,3.1785683234981
41547,1.12349074758399,0.925972812767202,0.217433037503603,2.51024190107271
41548,0.420627546573347,0.345846901686587,0.0812036236027174,0.937156623353673
41804,0.867236357216619,0.553596618901518,0.142058933838836,1.43258797243719
41806,0.324403919554227,0.207176198789757,0.053357402588296,0.536348105196306
41807,0.628604562569955,0.40945286088261,0.104607817153481,1.06420015310748
41808,1.40232287101044,0.911981856000373,0.232674138984815,2.37105913244989
41809,1.86423823292342,1.21317138917447,0.308762410385774,3.15649956159457
41810,0.958444401093671,0.846248487217441,0.199094903456785,2.30710149856548
41811,0.963031823865326,0.846425779728133,0.199118427347761,2.30701428116876
41812,1.41535540994013,1.01800471248758,0.239346057041179,2.73643085461634
41813,1.13655219808497,0.836223146930002,0.196547712157569,2.25053336236305
41814,0.848145254189521,0.650146379004492,0.152739497263985,1.75392665171689
42077,0.493236477213036,0.308845740375223,0.08009604378392,0.796699029745666
42078,1.30137303602659,0.807497529298194,0.209794015132721,2.08036151936601
42079,1.8118204049798,1.14567983973759,0.293983928666574,2.96656643817721
42080,1.37056622621359,0.866927635733037,0.221713594102395,2.24698195375786
42081,1.20252414363009,0.798916574251267,0.18802543058638,2.1381162999351
42082,1.15442155259702,0.788811970293842,0.185575435499583,2.11395139459435
42083,0.959621164284014,0.672422852122196,0.158137581771353,1.8043531962328
42084,0.457653754946899,0.327595943197497,0.0770198966394449,0.880063353997928
42340,0.867236357216619,0.520840599560762,0.135569878555974,1.3275013985685
42342,0.439877577234943,0.257964546187118,0.0682404052463259,0.655471477644561
42345,0.510060059056739,0.302846123789391,0.0802536022433698,0.773082825824627
42346,1.60167616154289,0.952203527825702,0.25164316745953,2.43253445350412
42347,1.18451479217856,0.776821672746941,0.182839428882909,2.07613484900275
42348,0.619354202329408,0.411626253830851,0.0968666175203253,1.10093435234721
42349,0.516619872423814,0.343319604440168,0.0807670024243206,0.917061941612596
42350,0.606391993094542,0.402737010062336,0.0947228388726424,1.07498024986019
42351,0.246755873047486,0.162211908599664,0.0381454125781811,0.432352159704801
42354,0.867236357216619,0.55234212256464,0.129676812047899,1.46388285805928
42613,0.394294826958952,0.230304444467433,0.0610321717107523,0.58445661817169
42616,0.643158705169088,0.367565676776348,0.0993333656687183,0.930557952020583
42617,1.63032249453834,0.939549195353364,0.252445481017312,2.38409623056836
42618,1.04384760591425,0.673965769431577,0.158664253531934,1.79976636081991
42619,0.223015158704059,0.144602082125002,0.0340371349924278,0.386020016417531
42620,0.763730398359892,0.501204058245654,0.117940311412917,1.33814099538147
42621,1.25359014348265,0.804992836976523,0.189379594319196,2.14255577516319
42622,0.729128787498808,0.467231253087543,0.109872476279156,1.24214253710507
