"PU_ID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28"
38257,0.838315149807423,0.0285530404952971,0.0184084606590849,0.0202949944049107,0.0124799149562838,0.0107190875505069,0.0119590759518578,0.0063667766974132,0.0078028106146028,0.00461997797243595,0.0048372479307247,0.00351201239916177,0.00398165475613035,0.00293134167522467,0.0026753632203143,0.00235905518996686,0.00222433645858794,0.00189794899555068,0.00215322315040032,0.00193215637611016,0.00182648056118142,0.00153477124949842,0.00156167262325512,0.00181336844884528,0.00128139182243922,0.00123141268741277,0.00149730348508304,0.0012299698602964
38258,0.818730766594764,0.0314356943148277,0.0203790157572795,0.023113980427861,0.0138709147357576,0.01193003920338,0.0136020267618448,0.00711409859094236,0.00886725152614588,0.00517244651892512,0.00549297508559586,0.00393770451095717,0.00452022491779361,0.00332664294888408,0.00300342241562135,0.00267658108841039,0.00249899289519245,0.00215297667392473,0.00244283112051074,0.00219181499692286,0.00205352862469429,0.00174069103972657,0.00175674776310669,0.00205694971447974,0.00144235311283427,0.00139640130726138,0.0016981633414536,0.00139476401090229
38483,0.925600378286424,0.0141029568921826,0.0088295871846076,0.00911341879080043,0.00586251190806508,0.00499990532652236,0.00530844905965056,0.00290991485308415,0.00343832046528231,0.0020904050744069,0.00211771274966381,0.00157739854292985,0.00173925716018605,0.00127650716707606,0.00119399661947907,0.00102532238914163,0.000988899376003723,0.00082348941185376,0.000935162335892412,0.000838444295806421,0.000809003858740684,0.00066490697270883,0.00068984545202107,0.000786525314823432,0.000564272557626968,0.000532734223511406,0.00064856746737036,0.000532106264138411
38484,0.862749787943998,0.0245922214565798,0.0157350905069089,0.0173179750432441,0.010609642682762,0.00909582090485119,0.0101361646530201,0.00537367696650837,0.00658521547682003,0.00388895480113032,0.00406688090696614,0.00295050466031293,0.00334317294035264,0.00245682137899583,0.00224380711991486,0.00197494697135256,0.00186361987837216,0.00158731149542705,0.00180183879067139,0.00161604789781137,0.00152876052557146,0.00128243633451804,0.0013061707512938,0.00151627314838102,0.00107084978480914,0.00102810441485052,0.00125100703112683,0.00102689553344905
38485,0.849111225486433,0.0266016492547822,0.0170879311272045,0.0194288859291521,0.0115543446805694,0.00991524094974036,0.011326936239785,0.00587407291653071,0.00734056013340246,0.00425696038276193,0.00452336011892583,0.00323298324499093,0.00371561027516497,0.00272765660307184,0.00246078358339627,0.00219123508619302,0.00204491552655431,0.0017601198050275,0.00199866341173283,0.00179206632780535,0.00167834265528862,0.00142132649985245,0.00143450921175152,0.0016811552732418,0.00117657427331762,0.00113890859807992,0.00138641569626203,0.00113756670898102
38712,0.946759740762293,0.0102249321536254,0.00634254589680381,0.00662551824835759,0.004184000158956,0.00356060725270073,0.00381639463241038,0.00205940227608774,0.00245466725336571,0.00147492382798269,0.00150253813590117,0.0011104951039133,0.00123141717683627,0.00090114763344864,0.000838977756802303,0.000722515141607639,0.00069406714472894,0.000579349004239353,0.000658519009557591,0.000589944825357162,0.000567177378548982,0.000467118348007783,0.00048324953484563,0.000553167937253875,0.000394917939570949,0.000373769985857865,0.000455568549495312,0.000373326931444075
38713,0.948001070350482,0.00987877804719118,0.00613708645180697,0.00661349572992391,0.00405272643736452,0.00345010959840351,0.00378600889112137,0.00199750066658189,0.00242578618399196,0.00143129352240313,0.00147984901484829,0.00107803086413586,0.00121142870730969,0.00088511405110816,0.000814701227566979,0.000708963451597367,0.000674108163239667,0.000567983467251124,0.000645921647014314,0.000578411028213955,0.000550965519474912,0.000457603123481578,0.000469497250623821,0.000542222786169974,0.000383736463489875,0.000365895635916858,0.000446251111907401,0.000365460607379398
38944,0.990384688707255,0.00197650931108198,0.00118804558757795,0.00117187803554499,0.000766952358597504,0.000648000128122248,0.000666001550280685,0.000367234403072694,0.000424808326961167,0.000260426176028627,0.000258134586718439,0.000194680556370074,0.000211030844670472,0.000153902844338488,0.000146183290174149,0.000123133637079767,0.000120491026361234,9.85477154099018e-05,0.00011213496114762,0.000100364904062612,9.81150787402667e-05,7.93257001299265e-05,8.33829047513538e-05,9.40593919059073e-05,6.79413899665116e-05,6.33759449313478e-05,7.73503060679265e-05,6.33003326512547e-05
38945,0.982364241037558,0.00347584171730474,0.00212176301786307,0.00223024043335154,0.00138422538125185,0.0011736273183553,0.00126456154473409,0.000671702622838491,0.000805450454116858,0.00047861149200752,0.000488822386767291,0.00035901715357639,0.00039945478894799,0.000291149484039874,0.000270374546058803,0.000232857585314208,0.000223247464013205,0.000186303575733719,0.000212028582470883,0.000189743687294736,0.000182097090554862,0.000149922634337053,0.000154944366700617,0.000177807307558938,0.000126428221079217,0.000119747190935666,0.000146184747228802,0.000119604168005868
38946,0.96294637550594,0.00704466696303976,0.00436318499102954,0.00478270131392209,0.00287522869459414,0.00244596860407571,0.00271906170097945,0.00141328401701249,0.00173472724071794,0.00101168159736795,0.00105430654501089,0.000761438934711588,0.000861974869599082,0.00062868607100536,0.000575089195351636,0.000503022809775159,0.000475670168310207,0.000402604637221431,0.000458100979169855,0.000410026976792536,0.000388638456772324,0.00032408927889387,0.000331087006267707,0.000384271816074465,0.000270528398594828,0.000258935963968132,0.000316020178573554,0.000258627085228038
39183,0.991517815959297,0.0018780436366733,0.00109628531114392,0.00096673714502268,0.000693969990986801,0.000582574392859421,0.000551334055743776,0.000324269684536243,0.000352425517851432,0.000227989896102689,0.000214555098072351,0.000169382463332886,0.000175515714697199,0.000128114729995744,0.000126520726021561,0.000102556975060769,0.000103957699078798,8.21194409570777e-05,9.34159434488626e-05,8.36305325829286e-05,8.43974654738689e-05,6.61298390987972e-05,7.15693395690537e-05,7.83867838086065e-05,5.81703841624374e-05,5.28540934234263e-05,6.44860422863993e-05,5.27911387116453e-05
39184,0.999142196146708,0.000180375946375505,0.000107123271710737,0.000104374481894051,6.85947916752276e-05,5.78010073385008e-05,5.88982682937577e-05,3.25120005940879e-05,3.74044661834845e-05,2.29732165724192e-05,2.26423305600422e-05,1.71290264138617e-05,1.84867544689439e-05,1.34583003809424e-05,1.28335972234639e-05,1.07558477547262e-05,1.05640886320479e-05,8.59982990783499e-06,9.79094896434925e-06,8.75907509733863e-06,8.5913587906487e-06,6.91650641341241e-06,7.29466290016062e-06,8.20658456159513e-06,5.9375311042969e-06,5.52146416948799e-06,6.74364054467293e-06,5.51485476595548e-06
39185,0.993332064421665,0.00131731355361872,0.000797538549314356,0.000875812361262724,0.00051738600141458,0.000437850131150635,0.00048760993301919,0.000249273704218909,0.000307133928946957,0.000177162871365218,0.000184599990958539,0.000132648067834398,0.000150358563482666,0.000109100057271242,9.97389567055467e-05,8.70156860457527e-05,8.22761792660502e-05,6.94474999483953e-05,7.91473828916653e-05,7.07434439150701e-05,6.70493020060087e-05,5.57658902697696e-05,5.70138679631163e-05,6.62484368723324e-05,4.64856970451092e-05,4.44531523962665e-05,5.43627540159243e-05,4.43996151354654e-05
39423,0.933095532718378,0.0164820538581801,0.00926935051322642,0.00651324277405227,0.00572694683874526,0.00477005195819185,0.00381474066251251,0.00259821187132557,0.00247939278524815,0.0018082453773215,0.00153179461493874,0.00133367819048413,0.00125937195236656,0.000925649446771858,0.00099009327861203,0.000744177810016762,0.000810561172486296,0.000598172978464564,0.000678978446356057,0.000608997449210108,0.000655753743524045,0.000483324077414151,0.000554685364185113,0.000571413600447798,0.000449544298776763,0.000387503083521986,0.000471483533081421,0.000387047602160328
39424,0.970541879142285,0.00684018427488993,0.00393135983331943,0.00312779379935177,0.0024633525319786,0.00206108740097696,0.00180704741823757,0.00113674209412199,0.0011644454181928,0.000795764692915967,0.000713948368634802,0.000589369585640651,0.000585450275734779,0.000428763028224431,0.00043907504302771,0.00034393527279059,0.000360208655947821,0.000275903101820782,0.00031352988276508,0.000280939733549592,0.00029199511586133,0.000222539127128774,0.000247345679899785,0.000263457063329054,0.000200790124980602,0.000178129270996314,0.000217045628983983,0.00017791843441406
39425,0.976269403765108,0.00444322418590766,0.0027289355984099,0.00333762550115128,0.00178786203308179,0.00151798463673331,0.00183145303624645,0.000872254071270111,0.00114353603530112,0.000622712633673056,0.000682152674708109,0.000467765651075202,0.000554217556387684,0.000400750026227302,0.000352695242297093,0.000318950447962971,0.000291428910867592,0.000254074542570504,0.000289871641339849,0.00025885383104643,0.000237875757817892,0.000203684994741648,0.000202507352618149,0.000242281329121551,0.000165333017874433,0.000162118801696465,0.000198524404784065,0.000161922319980459
