"Block","Area","Year","Mean","lower","upper","Density","DensityLO","DensityHI"
"1",48.702325794,2018,10,10,10,0.205329003019235,0.205329003019235,0.205329003019235
"1",48.702325794,2019,12.734,9,18,0.262615794861601,0.184796102717312,0.369592205434623
"1",48.702325794,2020,15.304,10,23,0.312387545193464,0.205329003019235,0.472256706944241
"1",48.702325794,2021,18.156,11,28,0.368154902413488,0.225861903321159,0.574921208453858
"1",48.702325794,2022,20.889,13,32,0.423388404225662,0.266927703925006,0.657052809661553
"1",48.702325794,2023,23.527,14,36,0.476609681808248,0.287460604226929,0.739184410869247
"1",48.702325794,2024,24.811,15,39,0.506710913650868,0.307993504528853,0.800783111775017
"1",48.702325794,2025,24.846,14,40,0.510447901505819,0.287460604226929,0.821316012076941
"1",48.702325794,2026,25.363,14,42,0.516566705795791,0.287460604226929,0.862381812680788
"1",48.702325794,2027,26.195,14.95,44,0.531309328212572,0.306966859513757,0.903447613284635
"1",48.702325794,2028,26.851,14,46,0.541575778363534,0.287460604226929,0.944513413888482
"1",48.702325794,2029,28.006,14,49,0.562683599873911,0.287460604226929,1.00611211479425
"1",48.702325794,2030,28.907,14.95,52,0.582436249964362,0.306966859513757,1.06771081570002
"1",48.702325794,2031,29.884,14,56,0.608636230749617,0.287460604226929,1.14984241690772
"1",48.702325794,2032,31.829,15,62,0.642556582048394,0.307993504528853,1.27303981871926
"1",48.702325794,2033,33.718,15,71,0.677462512561664,0.307993504528853,1.45783592143657
"1",48.702325794,2034,36.305,15,83,0.726043354676016,0.307993504528853,1.70423072505965
"1",48.702325794,2035,38.964,16,95,0.779880619267659,0.328526404830776,1.95062552868273
"1",48.702325794,2036,42.03,16,106,0.845257373828984,0.328526404830776,2.17648743200389
"1",48.702325794,2037,45.094,15,117,0.907841653949246,0.307993504528853,2.40234933532505
"1",48.702325794,2038,49.08,17,128,0.989644728752108,0.3490593051327,2.62821123864621
"1",48.702325794,2039,53.749,17,144,1.084506728147,0.3490593051327,2.95673764347699
"1",48.702325794,2040,59.167,19,160,1.19365962615202,0.390125105736547,3.28526404830776
"1",48.702325794,2041,64.132,20,170,1.30088243152867,0.41065800603847,3.490593051327
"1",48.702325794,2042,69.845,21,184,1.42329958312873,0.431190906340394,3.77805365555393
"2",33.295080288,2018,0,0,0,0,0,0
"2",33.295080288,2019,0,0,1,0,0,0.0300344672951701
"2",33.295080288,2020,0,0,1,0,0,0.0300344672951701
"2",33.295080288,2021,0,0,1,0,0,0.0300344672951701
"2",33.295080288,2022,0.01,0,0,0.000240275738361361,0,0
"2",33.295080288,2023,0.202,0,2,0.00588675558985335,0,0.0600689345903403
"2",33.295080288,2024,1.601,0,7,0.0461930106999717,0,0.210241271066191
"2",33.295080288,2025,3.944,0,10,0.115332354413453,0,0.300344672951701
"2",33.295080288,2026,5.442,1,12,0.163147226347363,0.0300344672951701,0.360413607542042
"2",33.295080288,2027,6.117,2,12,0.182309216481682,0.0600689345903403,0.360413607542042
"2",33.295080288,2028,6.553,2,13,0.193602176184666,0.0600689345903403,0.390448074837212
"2",33.295080288,2029,6.892,2,14,0.203333343588301,0.0600689345903403,0.420482542132382
"2",33.295080288,2030,7.218,3,14,0.212764166318984,0.0901034018855104,0.420482542132382
"2",33.295080288,2031,7.507,3,15,0.221594299703764,0.0901034018855104,0.450517009427552
"2",33.295080288,2032,7.922,3,16,0.233668155556423,0.0901034018855104,0.480551476722722
"2",33.295080288,2033,8.252,3,17,0.245381597801539,0.0901034018855104,0.510585944017892
"2",33.295080288,2034,8.66,3,18,0.257455453654197,0.0901034018855104,0.540620411313062
"2",33.295080288,2035,9.218,3,20,0.274695237881625,0.0901034018855104,0.600689345903403
"2",33.295080288,2036,9.97,3,22,0.293917296950534,0.0901034018855104,0.660758280493743
"2",33.295080288,2037,10.873,4,23,0.318665698001754,0.120137869180681,0.690792747788913
"2",33.295080288,2038,11.687,4,25,0.344735615613962,0.120137869180681,0.750861682379253
"2",33.295080288,2039,12.664,4,27,0.37446973823618,0.120137869180681,0.810930616969594
"2",33.295080288,2040,13.785,4,31,0.410811443663336,0.120137869180681,0.931068486150274
"2",33.295080288,2041,15.086,5,34,0.447873976305576,0.150172336475851,1.02117188803578
"2",33.295080288,2042,16.671,5,38,0.491183678145212,0.150172336475851,1.14130975721647
"3",17.56893218,2018,0,0,0,0,0,0
"3",17.56893218,2019,0,0,1,0,0,0.05691865559925
"3",17.56893218,2020,0,0,1,0,0,0.05691865559925
"3",17.56893218,2021,0,0,1,0,0,0.05691865559925
"3",17.56893218,2022,0,0,1,0,0,0.05691865559925
"3",17.56893218,2023,0,0,1,0,0,0.05691865559925
"3",17.56893218,2024,0.004,0,0,0.000683023867191,0,0
"3",17.56893218,2025,0.078,0,1,0.00455349244794,0,0.05691865559925
"3",17.56893218,2026,0.314,0,3,0.018896993658951,0,0.17075596679775
"3",17.56893218,2027,0.985,0,5,0.0574878421552425,0,0.28459327799625
"3",17.56893218,2028,1.98,0,6,0.115544870866477,0,0.3415119335955
"3",17.56893218,2029,2.853,0,7,0.166543986283405,0,0.39843058919475
"3",17.56893218,2030,3.868,1,9,0.218795312123515,0.05691865559925,0.51226790039325
"3",17.56893218,2031,4.372,1,10,0.245547080255163,0.05691865559925,0.5691865559925
"3",17.56893218,2032,4.763,1,10,0.2730957095652,0.05691865559925,0.5691865559925
"3",17.56893218,2033,5.343,1,12,0.301327362742427,0.05691865559925,0.683023867191
"3",17.56893218,2034,6.023,2,13,0.33149425021003,0.1138373111985,0.73994252279025
"3",17.56893218,2035,6.604,2,14,0.358473692964074,0.1138373111985,0.7968611783895
"3",17.56893218,2036,7.375,2,15,0.401162684663512,0.1138373111985,0.85377983398875
"3",17.56893218,2037,7.989,3,17,0.436679925757444,0.17075596679775,0.96761714518725
"3",17.56893218,2038,8.685,3,20,0.476864496610514,0.17075596679775,1.138373111985
"3",17.56893218,2039,9.24,3,22,0.51283708694924,0.17075596679775,1.2522104231835
"3",17.56893218,2040,10.134,4,23,0.558030499495044,0.227674622397,1.30912907878275
"3",17.56893218,2041,11.265,4,26,0.611306361135943,0.227674622397,1.4798850455805
"3",17.56893218,2042,12.028,4,27,0.66310233773126,0.227674622397,1.53680370117975
"4",30.135827599,2018,0,0,0,0,0,0
