FID,PU_ID,Area,Hectares,BlockID,Xcoord,Ycoord,DEPTH,BT_NUM,BT_Code,Fetch
81,41537,0.082045302,8.204530177,1,648535.2245,791191.4632,-40,2,3a,70.68718714
82,41538,0.002175274,0.217527386,1,649501.004,790892.6788,0,0,0,0
83,41539,0.628823224,62.8823224,1,650744.799,791151.818,-36,2,3a,44.60210546
84,41540,1,100,1,651560,791150,-23,2,3a,35.4697346
85,41541,0.236187318,23.61873177,1,652215.8449,791198.7398,-4,8,1a,24.82912734
86,41542,0.208814619,20.88146189,1,653944.7381,791170.4581,0,6,2a,8.27585408
87,41543,1,100,1,654560,791150,-4,2,3a,13.00807613
88,41544,0.756135705,75.61357055,1,655503.3968,791042.8878,-14,2,3a,14.71207728
89,41545,0.171792366,17.17923657,1,656364.8366,790916.1206,-10,1,1,13.5075248
90,41546,0.438562234,43.85622341,1,657697.8776,791372.5024,-7,1,1,27.36785512
91,41547,0.598818202,59.88182019,1,658481.0089,790985.4758,-24,2,3a,40.64421508
92,41548,0.047727682,4.7727682,1,659262.5262,791161.3597,-40,1,1,55.82181
93,41804,0.000115134,0.011513351,1,647728.0907,792290.9954,0,0,0,0
94,41806,0.025372371,2.537237065,1,649994.3659,792563.9168,-42,1,1,53.6338925
95,41807,0.765234801,76.52348008,1,650660.8171,792194.4872,-34,2,3a,47.6095414
96,41808,1,100,1,651560,792150,-19,2,3a,39.35368898
97,41809,0.159029343,15.90293434,1,652172.7786,792109.1226,-4,8,1a,29.96481199
98,41810,0.004451899,0.44518987,1,654028.3935,791681.4148,0,0,0,0
99,41811,0.176554127,17.65541269,1,654508.1726,791748.0234,0,5,2b,11.23874516
100,41812,0.18697536,18.69753595,1,655807.4666,792481.0476,0,1,1,21.49121985
101,41813,0.65800906,65.80090603,1,656567.6422,792155.1582,-16,2,3a,23.22215082
102,41814,0.290681963,29.06819627,1,657400.3413,791841.5798,-26,2,3a,32.58701784
1569,42077,0.338799892,33.87998918,1,649851.7549,793094.2517,-38,2,3a,54.08385871
1570,42078,0.904777984,90.47779843,1,650519.7266,793119.1747,-24,2,3a,47.99318065
103,42079,0.566039606,56.60396061,1,651609.3633,792956.9574,-8,1,1,32.63879064
104,42080,0.172427809,17.24278087,1,652179.1343,793158.2695,-1,2,3a,19.70838413
105,42081,0.047332369,4.733236867,1,653986.9536,793504.566,0,1,1,18.34332625
106,42082,0.688055351,68.80553507,1,654602.147,793281.3673,-12,1,1,18.10215613
107,42083,0.528807441,52.88074412,1,655457.9667,792953.3393,-20,2,3a,22.56135157
108,42084,0.013579253,1.357925252,1,656170.2693,792720.7162,-33,2,3a,27.4650675
817,42340,0.000896388,0.08963882,2,644533.0417,794219.8832,0,0,0,0
818,42342,0.000949903,0.0949903,2,646570.1779,794610.5892,-42,1,1,68.859245
819,42345,0.28505087,28.50508701,2,649907.096,794161.944,-37,2,3a,50.88584635
1571,42346,0.717271907,71.72719075,2,650424.9924,794121.4272,-18,1,1,43.47472031
109,42347,0.196243476,19.62434758,1,653950.8153,794238.3105,0,1,1,17.58884785
110,42348,0.466516422,46.65164224,1,654347.6332,794070.3901,-27,1,1,19.59328857
111,42349,0.223744661,22.37446608,1,655702.3492,794489.8348,-30,2,3a,21.59978965
112,42350,0.418888294,41.88882943,1,656578.1365,794400.758,-30,2,3a,29.61075378
113,42351,0.013900982,1.390098171,1,657126.8045,794603.3949,-39,5,2b,32.97939625
114,42354,0.00109978,0.109977992,1,660417.9407,794333.2083,0,0,0,0
820,42613,0.026722884,2.672288426,2,646339.7983,794794.7742,-43,2,3a,69.51436833
821,42616,0.47074715,47.07471504,2,649811.7912,795209.4805,-34,1,1,48.25399795
822,42617,0.281631838,28.16318382,2,650253.2401,795006.3631,-15,1,1,39.18607845
115,42618,0.660522731,66.05227315,1,653720.0661,795195.2346,-10,2,3a,11.76786159
116,42619,0.664034104,66.40341042,1,654505.3344,795239.5006,-31,4,3b,8.921409538
117,42620,0.15144565,15.14456497,1,655247.9393,794856.1283,-23,8,1a,9.570164526
118,42621,0.924129815,92.41298152,1,656597.0328,795156.0802,-14,2,3a,25.12276369
119,42622,0.780063212,78.00632122,1,657498.6973,795228.1681,-26,2,3a,25.02694125
120,42623,0.418349244,41.83492435,1,658562.9775,795007.2002,-25,1,1,34.99877386
121,42624,0.620066643,62.00666434,1,659534.5051,795269.1371,-25,2,3a,45.90108885
122,42625,0.345663168,34.56631678,1,660475.1457,795458.7246,-35,2,3a,52.12955216
123,42626,0.072129227,7.212922736,1,661202.2059,795504.459,-38,1,1,59.232215
823,42881,0.028680002,2.868000171,2,644892.5257,796127.7894,-46,1,1,70.9883475
824,42885,0.010087673,1.008767269,2,648783.8349,796231.5818,0,0,0,0
825,42886,0.748756641,74.87566414,2,649633.6556,796161.2792,-28,1,1,42.66597174
826,42887,0.357214102,35.72141022,2,650246.7547,796198.7653,-9,1,1,25.21092916
124,42888,0.003179222,0.317922244,1,653053.1721,796173.974,0,0,0,0
125,42889,0.963340638,96.33406376,1,653576.4751,796161.5047,-10,4,3b,4.863600208
126,42890,0.54475982,54.47598197,1,654352.2744,796074.0023,-22,4,3b,2.529057479
127,42891,0.649174956,64.91749562,1,656603.8213,795990.2064,-3,1,1,16.26422053
128,42892,0.309805621,30.9805621,1,657348.7804,795889.5675,-10,2,3a,14.20901795
129,42893,0.33394795,33.39479496,1,659705.1907,795890.8202,-7,1,1,35.29151529
130,42894,0.498932866,49.89328665,1,660653.3955,795930.8982,-12,1,1,46.25831601
131,42895,0.592857233,59.28572335,1,661495.3972,796203.3982,-22,1,1,53.43621711
132,42896,0.184202506,18.4202506,1,662312.2536,796484.9819,-34,2,3a,61.76571619
968,43151,0.004683554,0.468355357,3,642033.2675,797575.296,0,0,0,0
969,43152,0.003886788,0.388678785,3,642075.467,797556.9803,-43,1,1,75.88171
970,43153,0.012130843,1.213084336,3,643237.6347,797623.1805,-45,1,1,72.284635
827,43157,0.081878276,8.187827645,2,647710.5912,797405.5931,-40,2,3a,50.16648056
828,43158,0.358142075,35.81420747,2,648812.5955,797309.8893,-35,1,1,46.116993
829,43159,0.599397687,59.93976867,2,649440.0087,797167.8183,-14,8,1a,29.74419802
830,43160,0.155533463,15.55334634,2,650285.3926,796972.3978,0,8,1a,5.334247119
133,43161,0.86255094,86.255094,1,653599.4034,797112.1062,-6,4,3b,1.736756258
134,43162,0.189928273,18.99282726,1,654214.7923,796931.3812,-6,5,2b,0.656568655
135,43163,0.207482546,20.7482546,1,661804.4369,796848.1493,-8,1,1,38.35700958
136,43164,0.490784843,49.07848431,1,662508.7098,797093.6417,-15,1,1,59.19206932
975,43424,0.353404498,35.34044978,3,641852.8363,798151.2151,-30,1,1,74.83769406
976,43425,0.707865383,70.7865383,3,642545.3644,798270.3336,-28,1,1,68.13201292
977,43426,0.828687329,82.8687329,3,643521.8327,798181.0835,-11,1,1,46.39291663
978,43427,0.078415915,7.841591525,3,644134.7176,798395.9756,-23,1,1,45.96071909
836,43429,0.038789009,3.878900877,2,646954.8371,798543.9088,-37,1,1,44.50515375
837,43430,0.23875048,23.87504801,2,647541.0976,798112.8845,-38,1,1,45.86710955
838,43431,0.726543078,72.65430782,2,648671.8491,798210.8245,-32,2,3a,41.76824587
839,43432,0.972158151,97.21581505,2,649568.9076,798160.5889,-18,2,3a,16.04567919
840,43433,0.405140851,40.51408515,2,650273.7345,798201.4606,-7,6,2a,7.403236159
137,43434,0.023258654,2.325865407,1,653771.3737,797706.6174,0,6,2a,0.254394141
145,43435,0.022440412,2.24404123,4,658273.2166,798603.5896,0,4,3b,0.311676061
1573,43436,0.447533186,44.75331856,4,662734.2682,798182.3913,-14,1,1,67.92396149
979,43693,0.165521628,16.55216276,3,641914.8217,798983.5285,-36,1,1,71.63151321
980,43694,0.92440475,92.440475,3,642587.0768,799133.1762,-19,1,1,48.06434714
981,43695,0.744290528,74.42905285,3,643532.9732,799114.3655,-10,1,1,23.07435524
982,43696,0.450698053,45.06980533,3,644302.5228,799178.2514,-22,1,1,27.54612242
841,43698,0.180679064,18.06790635,2,646889.6948,799349.2817,-35,1,1,38.32030281
842,43699,0.359157511,35.91575111,2,647746.3371,799270.0074,-35,1,1,37.74721471
843,43700,0.927245558,92.72455579,2,648560.3425,799131.2135,-26,1,1,36.05298115
844,43701,1,100,2,649560,799150,-22,2,3a,25.6052638
845,43702,0.405647109,40.56471095,2,650283.6859,799067.086,-9,1,1,15.94741735
146,43703,0.040236032,4.023603175,4,656905.7154,799538.4766,0,4,3b,1.513608086
147,43704,0.120855252,12.08552518,4,657969.974,799349.6777,0,1,1,1.139251855
148,43705,0.187793185,18.77931851,4,658188.1743,799001.0665,-1,2,3a,0.276304535
149,43706,0.005003046,0.500304589,4,660021.5398,799620.729,0,0,0,0
150,43707,0.39963769,39.96376902,4,660622.37,799390.6912,-3,6,2a,8.867737396
151,43708,0.06728587,6.728586965,4,661947.2095,799398.628,0,1,1,28.80534116
152,43709,0.58266037,58.26603704,4,662477.2939,799188.2134,-13,2,3a,55.9210828
983,43960,0.125815914,12.58159139,3,641908.64,800463.5884,-38,1,1,65.18217167
984,43961,0.643967922,64.39679218,3,642511.3095,800097.294,-18,1,1,43.20279217
985,43962,0.382537829,38.25378286,3,643730.1221,800136.7945,-3,1,1,12.34256851
986,43963,0.219504514,21.95045145,3,644188.6644,800032.8635,-21,1,1,16.39962682
846,43964,0.013249905,1.324990528,2,645623.1474,800450.9946,-48,1,1,27.388165
847,43965,0.581494612,58.14946122,2,646694.7538,800134.1856,-37,1,1,33.2467707
848,43966,0.871199262,87.11992624,2,647543.7801,800139.129,-26,1,1,29.81133648
849,43967,0.791750393,79.17503926,2,648606.4993,800176.8602,-9,2,3a,9.00149228
850,43968,0.632291111,63.2291111,2,649461.9492,800010.1681,-12,2,3a,15.81827043
851,43969,0.022429007,2.242900739,2,650115.9166,799739.7308,-1,1,1,19.21247083
153,43970,0.060240613,6.024061324,4,656975.2621,799835.7176,0,6,2a,2.072776992
154,43971,0.769587614,76.95876137,4,657633.6691,800161.7543,-13,4,3b,5.957291495
155,43972,0.503384261,50.33842607,4,658649.8169,800279.6979,-14,2,3a,10.17921746
156,43973,0.296543945,29.65439448,4,659365.6212,800415.1888,-22,2,3a,11.77147983
157,43974,0.502400622,50.24006224,4,660588.5007,800050.3728,-13,2,3a,19.19832681
158,43975,0.689825341,68.98253414,4,661608.9775,800212.1039,-14,1,1,32.91670683
159,43976,0.287868051,28.78680513,4,662263.8866,799972.3428,-24,2,3a,61.25955167
987,44231,0.321865355,32.18653545,3,641847.735,801192.8337,-20,1,1,39.86917979
988,44232,0.788846972,78.88469723,3,642528.7714,801155.6812,-4,1,1,11.13187585
989,44233,0.473267756,47.32677562,3,643531.626,801154.7351,-3,1,1,4.487927931
852,44235,0.111738155,11.17381555,2,645775.5738,801464.8268,-37,1,1,26.21397545
853,44236,0.387020989,38.70209886,2,646829.9286,801120.3456,-30,1,1,26.32295792
854,44237,0.995623132,99.56231316,2,647559.9548,801149.8686,-22,1,1,18.0853679
855,44238,0.99687975,99.68797504,2,648561.4463,801151.4115,-28,2,3a,5.339867623
856,44239,0.327215889,32.72158887,2,649227.7111,801194.1471,-9,2,3a,6.150852049
160,44240,0.010442047,1.044204679,4,657010.5495,801602.9126,0,8,1a,12.609995
161,44241,0.855060005,85.50600046,4,657629.0861,801168.5882,-18,4,3b,16.43623126
162,44242,0.903729705,90.37297054,4,658577.9759,801188.2241,-14,2,3a,20.15708105
163,44243,0.943997155,94.39971549,4,659563.0143,801139.2778,-28,2,3a,23.17406653
164,44244,0.421866367,42.18663671,4,660448.4122,801098.0308,-26,2,3a,39.5290128
165,44245,0.459450353,45.94503528,4,661468.4291,801187.5721,-33,2,3a,55.2678562
166,44246,0.003980578,0.398057755,4,662193.0569,800844.8948,0,0,0,0
990,44497,0.160068056,16.00680557,3,639817.2092,802434.8637,-36,1,1,71.309246
991,44498,0.010000731,1.000073095,3,640577.6262,802290.0909,-41,1,1,66.73789
992,44499,0.457461416,45.74614155,3,641750.3612,802105.0448,-29,1,1,42.43696039
993,44500,0.959035799,95.90357994,3,642564.3299,802152.4254,-16,1,1,15.89121163
994,44501,0.17012947,17.01294695,3,643180.1114,802050.7803,-18,2,3a,10.87887041
857,44502,0.013176479,1.317647949,2,644870.105,801765.4264,-37,1,1,21.79699
858,44503,0.231012375,23.10123747,2,645756.7251,801960.5743,-35,1,1,24.02542033
859,44504,0.247895253,24.78952529,2,646569.0457,802467.7561,-31,2,3a,18.42789255
860,44505,0.612218653,61.22186528,2,647670.0262,802255.0073,-34,2,3a,15.45496842
861,44506,1,100,2,648560,802150,-35,2,3a,11.67798253
862,44507,0.453917656,45.39176557,2,649300.4076,802202.6362,-19,2,3a,6.603686753
167,44508,0.027913214,2.791321384,4,654884.1452,802548.3746,0,2,3a,1.66814098
168,44509,0.652432407,65.24324075,4,655591.5131,802310.9576,-10,4,3b,2.585128217
169,44510,0.631933694,63.19336941,4,656595.5162,802138.3812,-13,4,3b,7.589413948
170,44511,0.890739384,89.0739384,4,657528.7015,802101.7944,-24,4,3b,13.08580062
171,44512,0.842090884,84.20908836,4,658548.0724,802085.2594,-26,2,3a,30.06972653
172,44513,0.646272518,64.62725182,4,659540.6997,802057.8686,-30,2,3a,37.73306494
173,44514,0.762551567,76.25515669,4,660578.6859,802236.6075,-30,1,1,51.54492422
174,44515,0.132558168,13.2558168,4,661158.8107,802245.9348,-36,1,1,57.429305
995,44769,0.467907321,46.79073206,3,639792.3882,803204.9459,-28,1,1,60.11338397
996,44770,0.664760715,66.47607149,3,640511.4174,803160.5579,-22,1,1,49.72511482
997,44771,0.761522947,76.15229472,3,641609.1838,803194.5291,-27,1,1,33.00132152
998,44772,0.954587042,95.45870419,3,642574.5493,803134.5005,-13,1,1,19.90390037
999,44773,0.111892836,11.18928364,3,643133.2587,803003.8102,-24,2,3a,14.25708193
1416,44774,0.151568905,15.15689046,5,644670.5372,803397.6803,-41,1,1,19.02815188
1574,44775,0.287878581,28.78785814,5,645394.6897,803055.4314,-28,1,1,13.62680645
863,44776,0.347850865,34.78508649,2,646756.727,802912.9033,-10,1,1,14.81183996
864,44777,0.795433441,79.54334412,2,647603.5384,803074.3437,-11,1,1,10.97492289
865,44778,0.99679511,99.679511,2,648561.4017,803148.4629,-22,2,3a,10.46121392
866,44779,0.928400404,92.84004038,2,649526.5886,803163.2617,-23,2,3a,6.639382591
867,44780,0.017629016,1.762901575,2,650095.536,803529.5816,-6,1,1,1.408029219
178,44781,0.17691979,17.69197899,4,654603.2679,802810.2912,0,4,3b,0.118625666
179,44782,0.349798712,34.97987123,4,655422.3564,802951.1684,-7,1,1,1.797941378
180,44783,0.74295981,74.29598101,4,656635.7439,803209.6643,-12,1,1,18.4801851
181,44784,0.637819907,63.78199068,4,657530.2578,803211.2961,-14,1,1,20.51229987
182,44785,0.199298923,19.92989232,4,658219.0583,802965.4832,-17,1,1,36.3620881
183,44786,0.001187158,0.118715823,4,659702.5487,802677.4554,0,0,0,0
184,44787,0.156469487,15.64694873,4,660734.3133,802816.8654,-33,1,1,55.541575
185,44788,0.014597133,1.459713296,4,661123.5363,802815.3947,-38,1,1,59.16396
971,45047,0.22135002,22.135002,3,638861.5149,804401.0814,-36,1,1,69.88825136
972,45048,0.913732732,91.37327323,3,639550.377,804126.4484,-16,1,1,59.01943482
973,45049,0.165174191,16.51741912,3,640581.0711,803881.1754,0,8,1a,35.27200702
974,45050,0.258779924,25.87799242,3,641332.9785,803895.8173,-12,1,1,15.07181775
1572,45051,0.423320983,42.33209827,5,642585.4427,803981.2757,-3,1,1,7.695245356
1411,45053,0.427894589,42.78945887,5,644685.2375,804123.929,-19,1,1,10.80291796
1412,45054,0.021971084,2.197108407,5,645143.7438,803716.26,-5,1,1,8.395643125
831,45055,0.576299513,57.62995133,2,648745.0493,804064.1384,-13,2,3a,7.18367929
832,45056,1,100,2,649560,804150,-25,2,3a,7.646796369
833,45057,0.13325722,13.32572203,2,650139.5755,804207.1502,-14,2,3a,3.333789139
175,45058,0.539930938,53.99309381,4,655756.2292,804242.1388,-8,1,1,24.33520501
176,45059,0.526626137,52.66261374,4,656424.3294,804172.5378,-30,1,1,31.44317583
177,45060,0.162994055,16.29940553,4,657520.2874,803876.4067,-35,2,3a,36.31613967
1003,45324,0.440697866,44.0697866,3,637753.3874,805317.999,-30,1,1,71.76915779
1004,45325,0.964941355,96.49413552,3,638573.8514,805165.7779,-15,1,1,65.01450719
1005,45326,0.743360864,74.33608636,3,639485.3364,805168.4231,0,8,1a,28.67832775
1006,45327,0.002092371,0.209237083,3,640072.5333,804968.7206,0,0,0,0
1421,45328,0.398866331,39.88663313,5,642403.9661,805169.7576,-6,2,3a,3.999069298
1422,45330,0.357898135,35.78981348,5,644411.1357,805173.9657,-12,1,1,3.128446765
870,45331,0.10285781,10.28578098,2,648979.6536,804984.8488,0,1,1,4.048692135
871,45332,1,100,2,649560,805150,-38,2,3a,6.808465175
872,45333,0.380675876,38.06758758,2,650266.4957,805228.0612,-30,2,3a,3.65467095
192,45334,0.045270034,4.527003361,4,652799.7347,805575.7094,0,6,2a,0.146963664
193,45335,0.005505322,0.550532162,4,653112.4852,805626.2873,0,8,1a,0.346632188
194,45336,0.097440995,9.744099519,4,654724.0154,805578.1679,0,1,1,6.479412955
195,45337,0.817279598,81.72795982,4,655639.4685,805191.7175,-19,2,3a,26.25388509
196,45338,0.758263716,75.82637164,4,656461.0741,805099.2492,-26,1,1,33.99554086
197,45339,0.020921173,2.092117276,4,657121.0087,804791.5048,-40,1,1,39.6333375
1000,45610,0.038041748,3.804174756,3,637002.9499,806500.6518,-41,1,1,70.03046333
1575,45611,0.841518311,84.15183114,3,637590.6752,806160.7643,-14,1,1,55.96402837
1001,45612,0.637277174,63.72771744,3,638582.2473,806001.2382,0,8,1a,27.04413724
1002,45613,0.39480376,39.48037598,3,639337.0261,805987.2133,0,8,1a,27.01627192
1417,45614,0.020606193,2.060619318,5,642028.1718,806031.3718,0,0,0,0.295061758
1418,45615,0.447516769,44.75167686,5,642356.4738,806101.5467,-6,1,1,4.00212542
1419,45616,4.60E-05,0.004595904,5,643994.8509,806570.7275,0,0,0,0
1420,45617,0.293475413,29.3475413,5,644319.9332,806141.0089,-18,1,1,1.687414135
868,45618,0.000336852,0.033685208,2,649056.2758,805670.7505,0,0,0,0
869,45619,0.892370152,89.23701522,2,649612.1884,806138.5018,-36,2,3a,5.20170939
1576,45620,0.873939657,87.39396573,2,650514.6306,806198.7691,-30,2,3a,4.795383541
186,45621,0.529811406,52.98114062,4,651528.791,806374.3601,-6,2,3a,1.635854869
187,45622,0.729968049,72.99680488,4,652648.8719,806158.8979,-6,2,3a,1.399030055
188,45623,0.78673952,78.67395199,4,653549.0225,806236.6925,-11,2,3a,3.816779261
189,45624,0.933895615,93.38956149,4,654576.4685,806166.145,-19,1,1,16.41607639
190,45625,1,100,4,655560,806150,-27,1,1,30.26060441
191,45626,0.879595026,87.95950257,4,656508.5092,806169.695,-28,1,1,36.50445272
1577,45896,0.314800251,31.48002515,6,636873.0071,807272.5739,-34,1,1,66.60150589
1578,45897,0.742177667,74.21776668,6,637488.1326,807213.0538,-7,8,1a,35.43327074
1012,45898,0.194226509,19.42265088,6,638311.0891,807452.346,0,1,1,15.84690706
1423,45899,0.236998035,23.69980353,5,642785.3228,806969.2945,-9,1,1,5.204579553
1424,45900,0.186430762,18.64307622,5,643879.5775,807245.5101,-34,4,3b,1.583001215
1425,45901,0.082387727,8.238772716,5,644257.1047,806890.9149,-18,1,1,1.571745457
873,45902,0.937620556,93.76205558,2,649590.8488,807147.7628,-28,2,3a,2.480471743
1579,45903,0.741977295,74.19772954,2,650519.0296,807114.9045,-9,2,3a,3.272949201
198,45904,0.878396618,87.8396618,4,651588.3533,807114.8055,-7,2,3a,5.327901643
199,45905,0.963784018,96.37840176,4,652548.1566,807133.1293,-17,2,3a,6.522621595
200,45906,0.887056869,88.70568692,4,653534.6035,807102.8123,-21,2,3a,7.915880861
201,45907,0.557541332,55.75413322,4,654648.8882,806962.4164,-15,1,1,16.59543021
202,45908,0.513180329,51.31803288,4,655506.1076,806933.9912,-14,1,1,21.522995
203,45909,0.92066652,92.066652,4,656530.5467,807163.8625,-18,1,1,33.93351765
204,45910,0.091089339,9.108933891,4,657246.4938,807540.2263,-34,1,1,39.82327208
1013,46184,0.033360295,3.336029521,6,636013.0062,808490.9894,-43,1,1,69.13675333
1014,46185,0.893791851,89.37918512,6,636603.7772,808188.0745,-20,1,1,63.51006904
1015,46186,1,100,6,637560,808150,-2,8,1a,46.54598695
1016,46187,0.207406228,20.74062285,6,638220.4462,807944.587,0,1,1,29.82743607
1426,46188,0.121305799,12.13057992,5,642699.9075,808184.6693,0,4,3b,2.481188893
1427,46189,0.371934537,37.19345369,5,643781.8444,808176.3751,-19,1,1,1.411442801
1428,46190,0.281429078,28.14290777,5,644248.886,808165.5648,-3,5,2b,0.225383602
874,46191,0.008977957,0.897795687,2,649026.8223,808081.3472,0,0,0,0
