Sighting,Depth,Count
0,5.85804081,1
0,5.865152836,1
0,5.935793877,1
0,5.945040226,1
0,6.066324234,1
0,6.069093227,1
0,6.074054718,1
0,6.091843605,1
0,6.202679634,1
0,6.262274265,1
0,6.305875301,1
0,6.315052032,1
0,6.373578072,1
0,6.379441738,1
0,6.383091927,1
0,6.385211945,1
0,6.391548634,1
0,6.395248413,1
0,6.399322987,1
0,6.417245388,1
0,6.465003967,1
0,6.523525715,1
0,6.53026104,1
0,6.531122208,1
0,6.555380821,1
0,6.572927952,1
0,6.574598789,1
0,6.752025604,1
0,6.82872963,1
0,6.829994202,1
0,6.83408165,1
0,6.837698936,1
0,6.83861208,1
0,6.850038052,1
0,6.891669273,1
0,6.908631802,1
0,6.927421093,1
0,6.964118481,1
0,6.972418308,1
0,7.087047577,1
0,7.129028797,1
0,7.146450996,1
0,7.166048527,1
0,7.168722153,1
0,7.187851429,1
0,7.189781666,1
0,7.218528271,1
0,7.230501175,1
0,7.25518465,1
0,7.282855511,1
0,7.31406641,1
0,7.356972694,1
0,7.377911091,1
0,7.407111645,1
0,7.408085823,1
0,7.453514099,1
0,7.560066223,1
0,7.585924625,1
0,7.59665966,1
0,7.629584789,1
0,7.631475449,1
0,7.644055367,1
0,7.668016434,1
0,7.68736124,1
0,7.691148281,1
0,7.694164276,1
0,7.698581696,1
0,7.720230103,1
0,7.726243973,1
0,7.745131493,1
0,7.752676487,1
0,7.803937912,1
0,7.816840172,1
0,7.834784031,1
0,7.853693485,1
0,7.873978615,1
0,7.87634182,1
0,7.90167284,1
0,7.933771133,1
0,7.939533234,1
0,7.968801022,1
0,7.982100487,1
0,8.015447617,1
0,8.033506393,1
0,8.036495209,1
0,8.072599411,1
0,8.080488205,1
0,8.095589638,1
0,8.098138809,1
0,8.123620033,1
0,8.140878677,1
0,8.145043373,1
0,8.158167839,1
0,8.172720909,1
0,8.197924614,1
0,8.205469131,1
0,8.240010262,1
0,8.257343292,1
0,8.268591881,1
0,8.271547318,1
0,8.29646492,1
0,8.300428391,1
0,8.301987648,1
0,8.346921921,1
0,8.353208542,1
0,8.374417305,1
0,8.38869381,1
0,8.417086601,1
0,8.451368332,1
0,8.476041794,1
0,8.511883736,1
0,8.583517075,1
0,8.589828491,1
0,8.637308121,1
0,8.66157341,1
0,8.710756302,1
0,8.722578049,1
0,8.752133369,1
0,8.854112625,1
0,8.911437035,1
0,8.933646202,1
0,8.945343971,1
0,8.953559875,1
0,8.990197182,1
0,8.996464729,1
0,9.019047737,1
0,9.020969391,1
0,9.021351814,1
0,9.04946804,1
0,9.05755806,1
0,9.064829826,1
0,9.090498924,1
0,9.108737946,1
0,9.140677452,1
0,9.163879395,1
0,9.250182152,1
0,9.254538536,1
0,9.28494072,1
0,9.382305145,1
0,9.385752678,1
0,9.387303352,1
0,9.394867897,1
0,9.412216187,1
0,9.4366045,1
0,9.456588745,1
0,9.464408875,1
0,9.468831062,1
0,9.469929695,1
0,9.494525909,1
0,9.515932083,1
0,9.564348221,1
0,9.571119308,1
0,9.573431015,1
0,9.651803017,1
0,9.667423248,1
0,9.69402504,1
0,9.826198578,1
0,9.899384499,1
0,9.90580368,1
0,10.01185322,1
0,10.02029705,1
0,10.11476707,1
0,10.16806316,1
0,10.20291042,1
0,10.24233341,1
0,10.24579906,1
0,10.27440071,1
0,10.32073498,1
0,10.32727528,1
0,10.44325542,1
0,10.48190308,1
0,10.49862385,1
0,10.55635452,1
0,10.55670452,1
0,10.56185913,1
0,10.57589054,1
0,10.61667538,1
0,10.61714554,1
0,10.70055771,1
0,10.74982452,1
0,10.77685452,1
0,10.80784607,1
0,10.85975361,1
0,10.8989315,1
0,10.90879726,1
0,10.91369247,1
0,10.93799114,1
0,10.98961544,1
0,10.99761486,1
0,11.06728363,1
0,11.07555485,1
0,11.08492947,1
0,11.12084484,1
0,11.13257122,1
0,11.1992445,1
0,11.20542526,1
0,11.21861649,1
0,11.22996616,1
0,11.36209106,1
0,11.3990469,1
0,11.44504356,1
0,11.49114799,1
0,11.49300194,1
0,11.49655437,1
0,11.57222366,1
0,11.64044189,1
0,11.66208553,1
0,11.72803879,1
0,11.75662231,1
0,11.76734829,1
0,11.76795292,1
0,11.77772331,1
0,11.79134178,1
0,11.79267406,1
0,11.81769753,1
0,11.83527374,1
0,11.83856106,1
0,11.85716629,1
0,11.86652374,1
0,11.8732233,1
0,12.00798321,1
0,12.09363556,1
0,12.09675884,1
0,12.1075592,1
0,12.12531662,1
0,12.17885971,1
0,12.18305779,1
0,12.1847868,1
0,12.18481636,1
0,12.23207569,1
0,12.25609779,1
0,12.25821304,1
0,12.35441875,1
0,12.41490555,1
0,12.42519855,1
0,12.43472385,1
0,12.45983601,1
0,12.51402855,1
0,12.56620407,1
0,12.60661411,1
0,12.61038208,1
0,12.642416,1
0,12.64635754,1
0,12.68706512,1
0,12.71021748,1
0,12.71324539,1
0,12.72449112,1
0,12.77601051,1
0,12.7813158,1
0,12.79170227,1
0,12.81263065,1
0,12.95031357,1
0,12.9853735,1
0,12.99813271,1
0,13.04577255,1
0,13.08052635,1
0,13.08165932,1
0,13.11112404,1
0,13.13205147,1
0,13.14616013,1
0,13.1462822,1
0,13.14635754,1
0,13.22955704,1
0,13.3166399,1
0,13.37271786,1
0,13.37620735,1
0,13.38739109,1
0,13.43911457,1
0,13.44043446,1
0,13.4419651,1
0,13.44744301,1
0,13.46564579,1
0,13.46669674,1
0,13.47575283,1
0,13.48928833,1
0,13.54212379,1
0,13.59335804,1
0,13.62443638,1
0,13.67066193,1
0,13.67675686,1
0,13.68564796,1
0,13.70172119,1
0,13.73273754,1
0,13.8151598,1
0,13.85204601,1
0,13.86801815,1
0,13.89567184,1
0,13.91170216,1
0,13.96102428,1
0,14.00013256,1
0,14.07731724,1
0,14.10340214,1
0,14.13390446,1
0,14.15828705,1
0,14.16802979,1
0,14.17321682,1
0,14.19529247,1
0,14.26688957,1
0,14.28590775,1
0,14.30162144,1
0,14.36261368,1
0,14.43450356,1
0,14.46304703,1
0,14.46601677,1
0,14.51556587,1
0,14.51562309,1
0,14.54231358,1
0,14.56110668,1
0,14.57233524,1
0,14.69136333,1
0,14.72449493,1
0,14.75184917,1
0,14.80981922,1
0,14.81345654,1
0,14.87766457,1
0,14.88599777,1
0,14.89173222,1
0,14.90459156,1
0,14.90643406,1
0,14.93351555,1
0,14.93391609,1
0,14.9449091,1
0,14.99209785,1
0,15.18549633,1
0,15.22677612,1
0,15.24162197,1
0,15.32288456,1
0,15.34436512,1
0,15.39079857,1
0,15.46237373,1
0,15.56580162,1
0,15.56631947,1
0,15.58574486,1
0,15.60393429,1
0,15.65400887,1
0,15.68050385,1
0,15.68170452,1
0,15.70253754,1
0,15.72312927,1
0,15.76791763,1
0,15.77809525,1
0,15.79935741,1
0,15.84409714,1
0,15.89425564,1
0,15.89439297,1
0,15.94777489,1
0,15.94817829,1
0,15.97458935,1
0,15.98890591,1
0,16.00909424,1
0,16.0538578,1
0,16.07858467,1
0,16.09504318,1
0,16.16130066,1
0,16.33584404,1
0,16.34991455,1
0,16.35486603,1
0,16.38832855,1
0,16.57012367,1
0,16.58694077,1
0,16.60376167,1
0,16.60957146,1
0,16.63365364,1
0,16.69648933,1
0,16.69954491,1
0,16.76296616,1
0,16.78412628,1
0,16.82967758,1
0,16.90010262,1
0,16.9052887,1
0,16.92405128,1
0,16.9364624,1
0,16.94096947,1
0,16.94813156,1
0,16.97179794,1
0,16.98351479,1
0,17.00105858,1
0,17.05734825,1
0,17.06484222,1
0,17.16109085,1
0,17.19099236,1
0,17.19848824,1
0,17.24005318,1
0,17.2696209,1
0,17.27154732,1
0,17.3114109,1
0,17.3209095,1
0,17.45910645,1
0,17.47454643,1
0,17.48005104,1
0,17.51327133,1
0,17.5309391,1
0,17.55773163,1
0,17.60931015,1
0,17.64948654,1
0,17.68939209,1
0,17.74172974,1
0,17.75691605,1
0,17.7584343,1
0,17.79831505,1
0,17.7992363,1
0,17.84531593,1
0,17.85765648,1
0,17.86715126,1
0,17.87597084,1
0,17.89264679,1
0,17.90953827,1
0,17.91590881,1
0,17.91808891,1
0,17.96144104,1
0,18.02307129,1
0,18.12169266,1
0,18.13453674,1
0,18.1801796,1
0,18.1908989,1
0,18.20611572,1
0,18.27533531,1
0,18.27804947,1
0,18.28759003,1
0,18.32199097,1
0,18.32350349,1
0,18.42256737,1
0,18.47128105,1
0,18.64251328,1
0,18.71032715,1
0,18.71906853,1
0,18.7212429,1
0,18.72456169,1
0,18.72693825,1
0,18.73273087,1
0,18.82084465,1
0,18.83575249,1
0,18.84821701,1
0,18.88281822,1
0,18.88423157,1
0,18.92869759,1
0,18.92915916,1
0,18.93362045,1
0,18.98637962,1
0,19.00583649,1
0,19.00661278,1
0,19.03792572,1
0,19.07168388,1
0,19.17630768,1
0,19.1819706,1
0,19.19468117,1
0,19.20465851,1
0,19.23131943,1
0,19.25201607,1
0,19.26384544,1
0,19.33879471,1
0,19.34392929,1
0,19.37790298,1
0,19.4912529,1
0,19.56202698,1
0,19.58531952,1
0,19.6071949,1
0,19.6823082,1
0,19.68973732,1
0,19.70149422,1
0,19.73173714,1
0,19.74757004,1
0,19.75483704,1
0,19.76651955,1
0,19.77965927,1
0,19.80802155,1
0,19.90225983,1
0,19.90870667,1
0,19.91195679,1
0,19.91941071,1
0,19.95248413,1
0,19.95833397,1
0,19.96953964,1
0,19.98059845,1
0,20.04237938,1
0,20.05137825,1
0,20.06196594,1
0,20.1288681,1
0,20.13465881,1
0,20.1796627,1
0,20.22481918,1
0,20.23088455,1
0,20.27214813,1
0,20.29691315,1
0,20.3314991,1
0,20.3508358,1
0,20.37137604,1
0,20.37517548,1
0,20.38078117,1
0,20.40266609,1
0,20.41294479,1
0,20.45055962,1
0,20.49328613,1
0,20.58576202,1
0,20.58602905,1
0,20.59524727,1
0,20.7250309,1
0,20.75979233,1
0,20.77389526,1
0,20.78979492,1
0,20.79431725,1
0,20.80596924,1
0,20.83863068,1
0,20.85465813,1
0,20.92225266,1
0,20.92770004,1
0,21.00086594,1
0,21.04263496,1
0,21.04423523,1
0,21.06021881,1
0,21.06856155,1
0,21.1072979,1
0,21.15633202,1
0,21.27139664,1
0,21.37326622,1
0,21.39731598,1
0,21.42103004,1
0,21.47616386,1
0,21.48944092,1
0,21.52373505,1
0,21.53878784,1
0,21.54618454,1
0,21.57375908,1
0,21.61557388,1
0,21.64660645,1
0,21.66194916,1
0,21.72596741,1
0,21.75576401,1
0,21.87999344,1
0,21.90129852,1
0,21.99998856,1
0,22.00870514,1
0,22.01188469,1
0,22.04706192,1
0,22.06518173,1
0,22.07572556,1
0,22.11090851,1
0,22.2816124,1
0,22.29877853,1
0,22.30762482,1
0,22.31110191,1
0,22.31914139,1
0,22.32847786,1
0,22.34656715,1
0,22.34720993,1
0,22.35844231,1
0,22.37431908,1
0,22.3920536,1
0,22.39372826,1
0,22.42967033,1
0,22.47251129,1
0,22.59576607,1
0,22.59749985,1
0,22.60512161,1
0,22.62637138,1
0,22.63560295,1
0,22.6801033,1
0,22.68097687,1
0,22.68951988,1
0,22.72302437,1
0,22.73662186,1
0,22.81734467,1
0,22.82414246,1
0,22.9099617,1
0,22.92079544,1
0,22.96884918,1
0,22.97343445,1
0,23.0030899,1
0,23.0264473,1
0,23.03235817,1
0,23.03489494,1
0,23.1172657,1
0,23.12316132,1
0,23.13472939,1
0,23.17233658,1
0,23.17341423,1
0,23.19145966,1
0,23.3255806,1
0,23.35050964,1
0,23.41309738,1
0,23.4506855,1
0,23.45970726,1
0,23.46585274,1
0,23.50130081,1
0,23.54411125,1
0,23.61474228,1
0,23.63251114,1
0,23.64923668,1
0,23.69768715,1
0,23.71406937,1
0,23.78117561,1
0,23.78508568,1
0,23.8015976,1
0,23.86965942,1
0,23.87101936,1
0,23.92121887,1
0,23.99886894,1
0,24.03311348,1
0,24.03637886,1
0,24.03890419,1
0,24.0696125,1
0,24.09597206,1
0,24.11890793,1
0,24.11925125,1
0,24.13781357,1
0,24.14596939,1
0,24.1568737,1
0,24.23452377,1
0,24.23495483,1
0,24.24028206,1
0,24.26780891,1
0,24.3427639,1
0,24.38047218,1
0,24.4057045,1
0,24.48864555,1
0,24.52131844,1
0,24.53507233,1
0,24.55824852,1
0,24.60116577,1
0,24.6564846,1
0,24.70794868,1
0,24.7276535,1
0,24.7622261,1
0,24.78991699,1
0,24.82089806,1
0,24.83190536,1
0,24.87796974,1
0,24.91498184,1
0,24.93707275,1
0,24.93968582,1
0,24.94497681,1
0,24.95428467,1
0,25.11255074,1
0,25.11597443,1
0,25.15412331,1
0,25.18743134,1
0,25.18910217,1
0,25.21611786,1
0,25.22629356,1
0,25.23376083,1
0,25.24497986,1
0,25.28836823,1
0,25.29937363,1
0,25.31820488,1
0,25.35327911,1
0,25.37619209,1
0,25.40106964,1
0,25.42357445,1
0,25.44403648,1
0,25.44888878,1
0,25.45302582,1
0,25.45552635,1
0,25.49440765,1
0,25.53115463,1
0,25.54459953,1
0,25.61840248,1
0,25.63447571,1
0,25.71478271,1
0,25.76525307,1
0,25.77318573,1
0,25.82507706,1
0,25.89374352,1
0,25.9363842,1
0,25.96367836,1
0,26.06349373,1
0,26.07369995,1
0,26.0974617,1
0,26.12983513,1
0,26.28717422,1
0,26.35393333,1
0,26.38373947,1
0,26.38526154,1
0,26.39043808,1
0,26.41321754,1
0,26.4372406,1
0,26.44279099,1
0,26.4851799,1
0,26.49589729,1
0,26.51049232,1
0,26.5250721,1
0,26.52999878,1
0,26.7130661,1
0,26.74728203,1
0,26.78975105,1
0,26.8211937,1
0,26.870121,1
0,26.87232971,1
0,26.91835785,1
0,27.00430107,1
0,27.06506729,1
0,27.10960007,1
0,27.12569237,1
0,27.13007736,1
0,27.14326668,1
0,27.27132416,1
0,27.2997818,1
0,27.40300751,1
0,27.43583488,1
0,27.51867104,1
0,27.56033707,1
0,27.58888817,1
0,27.60052299,1
0,27.63372421,1
0,27.649189,1
0,27.66703796,1
0,27.73242188,1
0,27.7760067,1
0,27.81041527,1
0,27.81387138,1
0,27.90225601,1
0,28.01399994,1
0,28.06581497,1
0,28.1262207,1
0,28.16246986,1
0,28.1892643,1
0,28.22701263,1
0,28.27622414,1
0,28.30300903,1
0,28.35130119,1
0,28.48633003,1
0,28.59535027,1
0,28.66014099,1
0,28.67317009,1
0,28.6776638,1
0,28.69501495,1
0,28.70125008,1
0,28.70551682,1
0,28.75501633,1
0,28.86105919,1
0,28.86728668,1
0,28.88790512,1
0,28.90309906,1
0,29.0209465,1
0,29.05423546,1
0,29.07918549,1
0,29.12924767,1
0,29.1624527,1
0,29.22717476,1
0,29.31859207,1
0,29.32518959,1
0,29.36620331,1
0,29.46456528,1
0,29.5610199,1
0,29.69630432,1
0,29.73264885,1
0,29.79210281,1
0,29.79829979,1
0,29.86165619,1
0,29.89550591,1
0,29.92308807,1
0,29.95876694,1
0,29.98457336,1
0,30.03875542,1
0,30.11737442,1
0,30.11925697,1
0,30.21768379,1
0,30.22466278,1
0,30.25950432,1
0,30.2905426,1
0,30.3703022,1
0,30.37063789,1
0,30.6138134,1
0,30.6279068,1
0,30.67182922,1
0,30.672575,1
0,30.67408562,1
0,30.67631531,1
0,30.73650932,1
0,30.74670792,1
0,30.78435898,1
0,30.90355492,1
0,30.92263985,1
0,31.00005913,1
0,31.06302261,1
0,31.13788795,1
0,31.15390968,1
0,31.20324135,1
0,31.23231125,1
0,31.23736382,1
0,31.27189064,1
0,31.3426342,1
0,31.35824585,1
0,31.37036133,1
0,31.44819641,1
0,31.53548813,1
0,31.53774452,1
0,31.58626366,1
0,31.61795998,1
0,31.62746811,1
0,31.6283226,1
0,31.64479637,1
0,31.64919472,1
0,31.65279388,1
0,31.67883492,1
0,31.69610214,1
0,31.72683907,1
0,31.76739502,1
0,31.78793907,1
0,31.8717289,1
0,31.89065361,1
0,32.05758286,1
0,32.1816864,1
0,32.1991806,1
0,32.23065186,1
0,32.26198959,1
0,32.36026382,1
0,32.36138535,1
0,32.41968155,1
0,32.45926285,1
0,32.52176666,1
0,32.59373856,1
0,32.60734177,1
0,32.61317825,1
0,32.68264008,1
0,32.71241379,1
0,32.72179413,1
0,32.81786728,1
0,32.84934616,1
0,32.85810089,1
0,32.9476738,1
0,32.95584106,1
0,32.96108246,1
0,32.9981308,1
0,33.04007339,1
0,33.06579971,1
0,33.07847595,1
0,33.2158165,1
0,33.23823929,1
0,33.25273895,1
0,33.32989883,1
0,33.33782578,1
0,33.37071609,1
0,33.39195251,1
0,33.40383148,1
0,33.4092598,1
0,33.43046188,1
0,33.45737839,1
0,33.48487091,1
0,33.49254608,1
0,33.50384903,1
0,33.61725235,1
0,33.62706375,1
0,33.64457703,1
0,33.74168777,1
0,33.7481041,1
0,33.76332474,1
0,33.794384,1
0,33.80960464,1
0,33.81018448,1
0,33.81256485,1
0,33.81470108,1
0,33.88547134,1
0,33.8992691,1
0,33.95191193,1
0,34.21690369,1
0,34.24812317,1
0,34.27612305,1
0,34.30702209,1
0,34.32172012,1
0,34.46788788,1
0,34.50606537,1
0,34.55970764,1
0,34.72507477,1
0,34.75247192,1
0,34.76050568,1
0,34.95173645,1
0,34.97508621,1
0,35.01534271,1
0,35.03953934,1
0,35.05376053,1
0,35.05864716,1
0,35.08922577,1
0,35.13420868,1
0,35.1613884,1
0,35.18297195,1
0,35.22028351,1
0,35.22519302,1
0,35.30463409,1
0,35.30861282,1
0,35.34998703,1
0,35.40814209,1
0,35.55892563,1
0,35.60693359,1
0,35.6547966,1
0,35.74842453,1
0,35.74928665,1
0,35.75793076,1
0,35.77072144,1
0,35.77441406,1
0,35.87543488,1
0,35.88191223,1
0,35.89006805,1
0,35.92383575,1
0,36.0368042,1
0,36.09466934,1
0,36.102005,1
0,36.16824341,1
0,36.2184639,1
0,36.24779892,1
0,36.25419235,1
0,36.26230621,1
0,36.2929306,1
0,36.35258484,1
0,36.46255493,1
0,36.48639679,1
0,36.57450485,1
0,36.57776642,1
0,36.69412231,1
0,36.79560471,1
0,36.86334229,1
0,36.91961288,1
0,36.94850159,1
0,36.9978447,1
0,37.10946274,1
0,37.13092804,1
0,37.17920685,1
0,37.23074722,1
0,37.26399994,1
0,37.33255005,1
0,37.36637878,1
0,37.41828156,1
0,37.44625854,1
0,37.46721649,1
0,37.48273087,1
0,37.49547958,1
0,37.52126694,1
0,37.61147308,1
0,37.68189621,1
0,37.68978119,1
0,37.76631546,1
0,37.84681702,1
0,37.89897919,1
0,37.9243927,1
0,37.99048615,1
0,37.99664307,1
0,38.14058304,1
0,38.1473999,1
0,38.20911026,1
0,38.35245132,1
0,38.40619659,1
0,38.40815353,1
0,38.43000793,1
0,38.49063873,1
0,38.49210739,1
0,38.49991226,1
0,38.52689362,1
0,38.55942154,1
0,38.67528152,1
0,38.67976761,1
0,38.72912598,1
0,38.75337982,1
0,38.76898575,1
0,38.77586746,1
0,38.80536652,1
0,38.83864975,1
0,38.84762955,1
0,38.88860703,1
0,38.89180374,1
0,38.95969009,1
0,38.97712326,1
0,39.10164642,1
0,39.14062881,1
0,39.1515274,1
0,39.19796753,1
0,39.2078476,1
0,39.41823196,1
0,39.42751694,1
0,39.48272705,1
0,39.51027679,1
0,39.53774261,1
0,39.56947708,1
0,39.57029724,1
0,39.589077,1
0,39.59781265,1
0,39.62162018,1
0,39.62653732,1
0,39.62900925,1
0,39.68026352,1
0,39.71781158,1
0,39.73779678,1
0,39.76071548,1
0,39.79304504,1
0,39.83919907,1
0,39.86863708,1
0,39.95834732,1
0,39.95950699,1
0,39.97560883,1
0,40.12678146,1
0,40.25990295,1
0,40.27950287,1
0,40.33538437,1
0,40.36854935,1
0,40.39764786,1
0,40.41366196,1
0,40.47172546,1
0,40.50660706,1
0,40.53711319,1
0,40.55439758,1
0,40.5611763,1
0,40.66603851,1
0,40.67440033,1
0,40.69696426,1
0,40.72408676,1
0,40.75138474,1
0,40.76576233,1
0,40.80804825,1
0,40.81053543,1
0,41.01494217,1
0,41.01590729,1
0,41.04417801,1
0,41.04892349,1
0,41.10699081,1
0,41.19150543,1
0,41.19523621,1
0,41.2249527,1
0,41.23088455,1
0,41.23899078,1
0,41.41555023,1
0,41.42939758,1
0,41.46374512,1
0,41.47754288,1
0,41.49101639,1
0,41.51934052,1
0,41.52960587,1
0,41.53730774,1
0,41.55532455,1
0,41.56874847,1
0,41.59963989,1
0,41.61364746,1
0,41.70464706,1
0,41.71892166,1
0,41.72501373,1
0,41.81191635,1
0,41.8193512,1
0,41.85898972,1
0,41.9485321,1
0,42.03347397,1
0,42.04614639,1
0,42.06227112,1
0,42.06637192,1
0,42.08739853,1
0,42.11603546,1
0,42.12582397,1
0,42.14005661,1
0,42.34202194,1
0,42.38583374,1
0,42.49800873,1
0,42.49816513,1
0,42.56705093,1
0,42.59123993,1
0,42.60838699,1
0,42.61779785,1
0,42.7170639,1
0,42.71706772,1
0,42.74253464,1
0,42.79413986,1
0,42.80696869,1
0,42.85720062,1
0,42.87499619,1
0,42.91725922,1
0,42.95177078,1
0,42.97219467,1
0,43.00131989,1
0,43.00948715,1
0,43.06471252,1
0,43.19906998,1
0,43.20302582,1
0,43.20506287,1
0,43.22856903,1
0,43.25120926,1
0,43.25802231,1
0,43.36869049,1
0,43.43595886,1
0,43.45674515,1
0,43.47642136,1
0,43.55391693,1
0,43.57725143,1
0,43.60517883,1
0,43.60887146,1
0,43.63902283,1
