LCD,LCD_km,Euc_Dist,Start_X,Start_Y,Season_end,Otter,Age_Start,Sex,Ageglass,SexN,Territorial,Start_date,End_date,Days,Age_end,,,Reloc_Order_start,Reloc_Order_end,Long.Zone,Season_start,Start,,End_Windowbegin,,End_Windowend,
7140,7.14,6633,557313.45,6312135.27,1,11,4,F,2,1,F,5/20/2011,6/16/2012,393,5,,13:08:00,1,15,8,f,5/20/2011,19:26:00,3/21/2012,2:06:00,7/19/2012,2:06:00
27296,27.296,22051,556836.4,6311206.02,1,11,5,F,2,1,F,7/21/2012,8/15/2013,390,6,,12:50:00,17,43,8,f,7/21/2012,15:21:00,5/22/2013,22:01:00,9/19/2013,22:01:00
24619,24.619,21664,560220.38,6306002.31,1,11,5,F,2,1,F,7/24/2012,5/28/2013,308,6,,18:24:00,19,40,8,f,7/24/2012,8:47:00,5/25/2013,15:27:00,9/22/2013,15:27:00
2980,2.98,2751,551580.51,6310986.75,2,11,5,F,2,1,F,2/4/2012,1/5/2013,336,6,,12:04:00,8,36,8,f,2/4/2012,12:07:00,12/5/2012,18:47:00,4/4/2013,19:47:00
29667,29.667,16986,562388.54,6327903.5,2,11,5,F,2,1,F,10/19/2011,9/22/2012,339,6,,10:20:00,4,30,8,f,10/19/2011,12:19:00,8/19/2012,18:59:00,12/17/2012,17:59:00
26231,26.231,22560,561907.19,6305796.48,1,11,6,F,2,1,F,9/25/2012,7/30/2013,308,6,,15:34:00,31,42,8,f,9/25/2012,14:00:00,7/27/2013,20:40:00,11/24/2013,19:40:00
23354,23.354,19977,558746.64,6308690.8,1,11,5,F,2,1,F,8/28/2012,7/25/2013,331,6,,17:46:00,22,41,8,f,8/28/2012,10:20:00,6/29/2013,17:00:00,10/27/2013,17:00:00
21481,21.481,16692,557212.38,6311234.22,1,11,5,F,2,1,F,7/16/2012,5/28/2013,316,6,,18:24:00,16,40,8,f,7/16/2012,12:18:00,5/17/2013,18:58:00,9/14/2013,18:58:00
22964,22.964,19351,558434.33,6308391.94,1,11,5,F,2,1,F,7/23/2012,5/28/2013,309,6,,18:24:00,18,40,8,f,7/23/2012,11:49:00,5/24/2013,18:29:00,9/21/2013,18:29:00
25748,25.748,21203,560157.49,6306201.91,1,11,5,F,2,1,F,9/2/2012,7/25/2013,326,6,,17:46:00,23,41,8,f,9/2/2012,12:41:00,7/4/2013,19:21:00,11/1/2013,19:21:00
27645,27.645,22629,561563.99,6305009.85,1,11,5,F,2,1,F,9/5/2012,7/25/2013,323,6,,17:46:00,25,41,8,f,9/5/2012,12:35:00,7/7/2013,19:15:00,11/4/2013,18:15:00
5891,5.891,5746,551151.52,6301785.97,2,12,8,M,2,2,T,2/16/2012,1/28/2013,347,9,,12:05:00,11,31,8,m,2/16/2012,10:50:00,12/17/2012,17:30:00,4/16/2013,18:30:00
14077,14.077,12556,551360.51,6301316.74,1,12,8,M,2,2,T,5/20/2012,6/19/2013,395,9,,6:07:00,19,38,8,m,5/20/2012,10:18:00,3/21/2013,16:58:00,7/19/2013,16:58:00
5125,5.125,5052,551786.43,6301198.77,1,12,8,M,2,2,T,7/13/2012,7/25/2013,377,9,,17:24:00,20,39,8,m,7/13/2012,9:21:00,5/14/2013,16:01:00,9/11/2013,16:01:00
20948,20.948,11471,540462.99,6300445.39,1,12,7,M,2,2,T,7/8/2011,5/20/2012,317,8,,9:34:00,4,18,8,m,7/8/2011,13:07:00,5/8/2012,19:47:00,9/5/2012,19:47:00
8871,8.871,8421,546773.23,6307968.56,2,12,8,M,2,2,T,2/4/2012,2/20/2013,382,9,,12:08:00,10,32,8,m,2/4/2012,11:20:00,12/5/2012,18:00:00,4/4/2013,19:00:00
14477,14.477,12903,551717.76,6301232.1,1,12,8,M,2,2,T,5/15/2012,6/19/2013,400,9,,6:07:00,16,38,8,m,5/15/2012,14:00:00,3/16/2013,20:40:00,7/14/2013,20:40:00
883,0.883,732,550987.1,6301121.8,1,12,8,M,2,2,T,8/3/2012,8/25/2013,387,9,,15:45:00,24,44,8,m,8/3/2012,11:14:00,6/4/2013,17:54:00,10/2/2013,17:54:00
13794,13.794,12382,551217.77,6301417.29,1,12,8,M,2,2,T,4/28/2012,6/19/2013,417,9,,6:07:00,15,38,8,m,4/28/2012,17:57:00,2/27/2013,23:37:00,6/28/2013,0:37:00
2863,2.863,2628,550333.56,6303423.73,1,12,7,M,2,2,T,8/24/2011,7/26/2012,337,8,,14:10:00,6,23,8,m,8/24/2011,11:10:00,6/24/2012,17:50:00,10/22/2012,17:50:00
1131,1.131,1021,551229.87,6301589.22,3,12,8,M,2,2,T,5/17/2012,4/11/2013,329,9,,12:21:00,17,34,8,m,5/17/2012,13:33:00,3/18/2013,20:13:00,7/16/2013,20:13:00
4243,4.243,4268,551534.65,6302022.24,1,12,8,M,2,2,T,8/29/2012,7/25/2013,330,9,,17:24:00,25,39,8,m,8/29/2012,11:09:00,6/30/2013,17:49:00,10/28/2013,17:49:00
1166,1.166,967,551867.5,6301404.28,3,12,7,M,2,2,T,5/21/2011,4/25/2012,340,8,,15:40:00,1,14,8,m,5/21/2011,15:31:00,3/21/2012,22:11:00,7/19/2012,22:11:00
966,0.966,763,550768.18,6301929.79,2,12,8,M,2,2,T,9/17/2012,11/11/2013,420,10,,13:14:00,27,48,8,m,9/17/2012,8:38:00,7/19/2013,15:18:00,11/16/2013,14:18:00
7305,7.305,7151,552233.94,6300888.63,2,12,8,M,2,2,T,1/14/2012,1/28/2013,380,9,,12:05:00,9,31,8,m,1/14/2012,11:23:00,11/14/2012,18:03:00,3/14/2013,19:03:00
0,0,110,551781.41,6302310.51,1,12,8,M,2,2,T,5/20/2012,5/28/2013,373,9,,15:49:00,18,37,8,m,5/20/2012,9:34:00,3/21/2013,16:14:00,7/19/2013,16:14:00
2297,2.297,2134,538489.41,6304539.98,1,14,2,F,1,1,F,5/22/2011,7/15/2012,420,3,,11:47:00,1,20,8,f,5/22/2011,12:08:00,3/22/2012,18:48:00,7/20/2012,18:48:00
14853,14.853,11452,542944.16,6307435.14,1,14,3,F,1,1,F,7/22/2012,5/28/2013,310,4,,15:21:00,21,36,8,f,7/22/2012,9:13:00,5/23/2013,15:53:00,9/20/2013,15:53:00
377,0.377,239,542966.26,6307937.43,1,14,2,F,1,1,F,8/19/2011,9/17/2012,395,3,,8:49:00,4,30,8,f,8/19/2011,9:58:00,6/19/2012,16:38:00,10/17/2012,16:38:00
17253,17.253,13573,540714.05,6307357.85,1,14,3,F,1,1,F,7/23/2012,5/28/2013,309,4,,15:21:00,22,36,8,f,7/23/2012,14:15:00,5/24/2013,20:55:00,9/21/2013,20:55:00
18028,18.028,15328,541096.64,6306832.49,2,14,3,F,1,1,F,4/26/2012,3/16/2013,324,4,,13:04:00,11,35,8,f,4/26/2012,16:30:00,2/25/2013,22:10:00,6/25/2013,23:10:00
10762,10.762,8593,551444.64,6310045.14,1,14,3,F,1,1,F,11/12/2011,9/17/2012,310,3,,8:49:00,8,30,8,f,11/12/2011,13:30:00,9/12/2012,21:10:00,1/10/2013,20:10:00
16986,16.986,13385,540863.14,6307506.47,1,14,3,F,1,1,F,5/19/2012,5/28/2013,374,4,,15:21:00,15,36,8,f,5/19/2012,12:01:00,3/20/2013,18:41:00,7/18/2013,18:41:00
24690,24.69,20429,535793.18,6301632.9,1,14,3,F,1,1,F,5/20/2012,5/28/2013,373,4,,15:21:00,17,36,8,f,5/20/2012,9:55:00,3/21/2013,16:35:00,7/19/2013,16:35:00
14853,14.853,11452,542944.16,6307435.14,1,14,3,F,1,1,F,7/22/2012,5/28/2013,310,4,,15:21:00,21,36,8,f,7/22/2012,9:13:00,5/23/2013,15:53:00,9/20/2013,15:53:00
16986,16.986,13385,540863.14,6307506.47,1,14,3,F,1,1,F,5/19/2012,5/28/2013,374,4,,15:21:00,15,36,8,f,5/19/2012,12:01:00,3/20/2013,18:41:00,7/18/2013,18:41:00
18233,18.233,14677,540047.76,6305998.28,1,14,3,F,1,1,F,7/15/2012,5/28/2013,317,4,,15:21:00,20,36,8,f,7/15/2012,11:47:00,5/16/2013,18:27:00,9/13/2013,18:27:00
3612,3.612,3246,539007.06,6304597.45,1,14,2,F,1,1,F,5/29/2011,7/23/2012,421,3,,14:15:00,2,22,8,f,5/29/2011,16:33:00,3/29/2012,23:13:00,7/27/2012,23:13:00
5371,5.371,4862,542966.26,6307937.43,1,14,2,F,1,1,F,8/19/2011,8/29/2012,376,3,,14:16:00,4,25,8,f,8/19/2011,9:58:00,6/19/2012,16:38:00,10/17/2012,16:38:00
15536,15.536,9570,545410.67,6306698.42,1,14,3,F,1,1,F,5/2/2012,5/28/2013,391,4,,15:21:00,13,36,8,f,5/2/2012,12:28:00,3/3/2013,18:08:00,7/1/2013,19:08:00
46831,46.831,32379,552149.68,6310587.73,2,14,3,F,1,1,F,12/20/2011,1/28/2013,405,4,,12:06:00,9,33,8,f,12/20/2011,13:10:00,10/20/2012,20:50:00,2/17/2013,19:50:00
29993,29.993,23166,562782.62,6303385.01,1,17,3,F,1,1,F,9/5/2012,8/25/2013,354,4,,6:53:00,27,47,8,f,9/5/2012,12:41:00,7/7/2013,19:21:00,11/4/2013,18:21:00
20604,20.604,17839,556880.06,6311924.02,1,17,3,F,1,1,F,8/7/2012,7/30/2013,357,4,,14:53:00,23,44,8,f,8/7/2012,13:40:00,6/8/2013,20:20:00,10/6/2013,20:20:00
25899,25.899,21487,561486.1,6306055.32,1,17,3,F,1,1,F,7/15/2012,8/22/2013,403,4,,13:31:00,19,46,8,f,7/15/2012,9:50:00,5/16/2013,16:30:00,9/13/2013,16:30:00
23677,23.677,18848,559550.31,6306247.62,1,17,3,F,1,1,F,9/14/2012,7/27/2013,316,4,,13:54:00,29,43,8,f,9/14/2012,12:44:00,7/16/2013,19:24:00,11/13/2013,18:24:00
6828,6.828,6466,540851.46,6299347.22,3,17,2,F,1,1,F,6/24/2011,4/28/2012,309,3,,14:42:00,3,14,8,f,6/24/2011,13:04:00,4/24/2012,19:44:00,8/22/2012,19:44:00
19767,19.767,16089,556664.45,6310797.77,1,17,3,F,1,1,F,7/25/2012,6/10/2013,320,4,,8:32:00,22,41,8,f,7/25/2012,11:02:00,5/26/2013,17:42:00,9/23/2013,17:42:00
1366,1.366,1308,552420.97,6310251.15,2,17,3,F,1,1,F,3/29/2012,2/20/2013,328,4,,12:10:00,11,37,8,f,3/29/2012,10:20:00,1/28/2013,16:00:00,5/28/2013,17:00:00
24182,24.182,19972,559834.43,6306038.06,1,17,3,F,1,1,F,9/4/2012,7/30/2013,329,4,,14:53:00,26,44,8,f,9/4/2012,10:43:00,7/6/2013,17:23:00,11/3/2013,16:23:00
23071,23.071,19815,558439,6308944.31,1,17,3,F,1,1,F,7/23/2012,7/25/2013,367,4,,17:47:00,20,42,8,f,7/23/2012,11:51:00,5/24/2013,18:31:00,9/21/2013,18:31:00
5308,5.308,4462,545205.76,6307405.76,1,17,3,F,1,1,F,5/20/2012,6/10/2013,386,4,,8:32:00,17,41,8,f,5/20/2012,9:28:00,3/21/2013,16:08:00,7/19/2013,16:08:00
7385,7.385,5222,554370.33,6313898.57,2,17,3,F,1,1,F,4/16/2012,2/20/2013,310,4,,12:10:00,12,37,8,f,4/16/2012,12:00:00,2/15/2013,17:40:00,6/15/2013,18:40:00
25714,25.714,21122,560947.12,6305192.16,1,17,3,F,1,1,F,8/31/2012,7/30/2013,333,4,,14:53:00,25,44,8,f,8/31/2012,14:19:00,7/2/2013,20:59:00,10/30/2013,20:59:00
20450,20.45,16815,557365.02,6310985.17,1,17,3,F,1,1,F,7/24/2012,7/27/2013,368,4,,13:54:00,21,43,8,f,7/24/2012,15:46:00,5/25/2013,22:26:00,9/22/2013,22:26:00
24582,24.582,20328,560190.07,6306054.98,1,17,3,F,1,1,F,9/7/2012,7/30/2013,326,4,,14:53:00,28,44,8,f,9/7/2012,10:27:00,7/9/2013,17:07:00,11/6/2013,16:07:00
26562,26.562,21789,540778.98,6306878.24,1,17,3,F,1,1,F,10/6/2011,8/28/2012,327,3,,12:24:00,7,24,8,f,10/6/2011,10:59:00,8/6/2012,17:39:00,12/4/2012,16:39:00
2214,2.214,2050,551556.82,6301422.7,1,18,8,M,2,2,NT,4/28/2012,5/28/2013,395,9,,15:54:00,14,34,8,m,4/28/2012,17:46:00,2/27/2013,23:26:00,6/28/2013,0:26:00
1166,1.166,1173,550958.64,6304214.61,1,18,8,M,2,2,NT,5/20/2012,5/28/2013,373,9,,15:54:00,17,34,8,m,5/20/2012,9:33:00,3/21/2013,16:13:00,7/19/2013,16:13:00
21299,21.299,11884,540008.7,6299497.69,1,18,7,M,2,2,NT,8/19/2011,7/26/2012,342,8,,14:23:00,5,22,8,f,8/19/2011,9:29:00,6/19/2012,16:09:00,10/17/2012,16:09:00
1531,1.531,1590,550636.2,6303171.24,2,18,9,M,2,2,NT,11/17/2012,12/5/2013,383,10,,12:49:00,29,44,8,m,11/17/2012,12:12:00,9/18/2013,19:52:00,1/16/2014,18:52:00
1814,1.814,1656,550433.62,6303406.79,1,18,8,M,2,2,NT,7/23/2012,9/12/2013,416,9,,14:10:00,21,41,8,m,7/23/2012,14:04:00,5/24/2013,20:44:00,9/21/2013,20:44:00
2649,2.649,2426,551530.35,6302410.04,1,18,8,M,2,2,NT,7/26/2012,9/12/2013,413,9,,14:10:00,22,41,8,m,7/26/2012,14:23:00,5/27/2013,21:03:00,9/24/2013,21:03:00
14554,14.554,11994,538212.51,6304005.55,1,18,7,M,2,2,NT,8/1/2011,9/3/2012,399,8,,9:50:00,4,25,8,m,8/1/2011,15:43:00,6/1/2012,22:23:00,9/29/2012,22:23:00
1814,1.814,1704,552206.33,6302295.55,1,18,8,M,2,2,NT,8/3/2012,8/22/2013,384,9,,17:38:00,23,38,8,m,8/3/2012,12:41:00,6/4/2013,19:21:00,10/2/2013,19:21:00
1814,1.814,1732,551473.43,6301749.63,1,18,8,M,2,2,NT,5/17/2012,5/28/2013,376,9,,15:54:00,16,34,8,m,5/17/2012,13:37:00,3/18/2013,20:17:00,7/16/2013,20:17:00
600,0.6,532,550180.06,6304795.18,2,18,8,M,2,2,NT,9/3/2012,10/17/2013,409,10,,14:59:00,25,42,8,m,9/3/2012,9:50:00,7/5/2013,16:30:00,11/2/2013,16:30:00
21277,21.277,14159,540318.12,6301372.4,2,18,8,M,2,2,NT,11/12/2011,12/13/2012,397,9,,12:08:00,9,30,8,m,11/12/2011,14:10:00,9/12/2012,21:50:00,1/10/2013,20:50:00
19437,19.437,11118,539995.23,6299227.83,1,18,8,M,2,2,NT,10/19/2011,9/17/2012,334,8,,8:33:00,8,26,8,m,10/19/2011,10:31:00,8/19/2012,17:11:00,12/17/2012,16:11:00
20182,20.182,10390,540857.67,6299660.87,2,18,8,M,2,2,NT,10/6/2011,11/17/2012,408,9,,12:12:00,7,29,8,m,10/6/2011,11:15:00,8/6/2012,17:55:00,12/4/2012,16:55:00
13965,13.965,12155,552066.12,6303507.91,1,18,8,M,2,2,NT,6/16/2012,8/11/2013,421,8,,22:53:00,18,36,8,m,6/16/2012,11:31:00,4/17/2013,18:11:00,8/15/2013,18:11:00
11717,11.717,10121,550051.34,6303968.72,1,18,8,M,2,2,NT,9/17/2012,8/11/2013,328,8,,22:53:00,26,36,8,m,9/17/2012,8:33:00,7/19/2013,15:13:00,11/16/2013,14:13:00
5366,5.366,5160,540387.24,6306988.3,1,20,4,F,2,1,F,9/17/2012,9/12/2013,360,5,,13:59:00,31,52,8,f,9/17/2012,8:50:00,7/19/2013,15:30:00,11/16/2013,14:30:00
483,0.483,385,552253.22,6310397.22,2,20,5,F,2,1,F,10/25/2012,12/5/2013,406,6,,14:49:00,33,55,8,f,10/25/2012,12:40:00,8/26/2013,19:20:00,12/24/2013,18:20:00
400,0.4,331,540090.63,6307127.71,1,20,4,F,2,1,F,4/26/2012,5/28/2013,397,5,,16:12:00,13,41,8,f,4/26/2012,17:00:00,2/25/2013,22:40:00,6/25/2013,23:40:00
1849,1.849,1799,538721.48,6304598.46,1,20,3,F,1,1,F,5/29/2011,7/11/2012,409,4,,10:52:00,2,19,8,f,5/29/2011,16:29:00,3/29/2012,23:09:00,7/27/2012,23:09:00
2980,2.98,2916,538847.41,6306073.4,1,20,4,F,2,1,F,6/16/2012,7/28/2013,407,5,,11:45:00,18,44,8,f,6/16/2012,11:48:00,4/17/2013,18:28:00,8/15/2013,18:28:00
1566,1.566,1387,539484.74,6305058.03,1,20,3,F,1,1,F,8/25/2011,7/23/2012,333,4,,14:12:00,6,24,8,f,8/25/2011,10:34:00,6/25/2012,17:14:00,10/23/2012,17:14:00
483,0.483,539,540768.22,6306845.07,1,20,4,F,2,1,F,9/1/2012,7/25/2013,327,5,,17:39:00,28,43,8,f,9/1/2012,10:32:00,7/3/2013,17:12:00,10/31/2013,17:12:00
2697,2.697,2663,539049.75,6306232.48,1,20,4,F,2,1,F,8/29/2012,8/25/2013,361,5,,0:35:00,27,50,8,f,8/29/2012,14:01:00,6/30/2013,20:41:00,10/28/2013,20:41:00
7944,7.944,6099,539099.8,6306391.02,1,20,4,F,2,1,F,7/23/2012,9/9/2013,413,5,,14:01:00,24,51,8,f,7/23/2012,14:12:00,5/24/2013,20:52:00,9/21/2013,20:52:00
5843,5.843,5547,538046.07,6303048.68,1,20,5,F,2,1,F,9/25/2012,8/20/2013,329,5,,7:17:00,32,48,8,f,9/25/2012,15:04:00,7/27/2013,21:44:00,11/24/2013,20:44:00
1800,1.8,1740,539097.36,6304650.84,1,20,3,F,1,1,F,6/24/2011,7/23/2012,395,4,,14:12:00,3,24,8,f,6/24/2011,13:24:00,4/24/2012,20:04:00,8/22/2012,20:04:00
1400,1.4,1362,538127.34,6304408.19,2,20,3,F,1,1,F,8/19/2011,9/25/2012,403,5,,15:04:00,5,32,8,f,8/19/2011,9:46:00,6/19/2012,16:26:00,10/17/2012,16:26:00
2980,2.98,2926,538869.29,6306013.61,1,20,4,F,2,1,F,8/3/2012,8/20/2013,382,5,,7:17:00,25,48,8,f,8/3/2012,8:27:00,6/4/2013,15:07:00,10/2/2013,15:07:00
6030,6.03,3914,539055.06,6305054.87,1,20,4,F,2,1,F,5/20/2012,5/9/2013,354,5,,15:37:00,17,40,8,f,5/20/2012,9:48:00,3/21/2013,16:28:00,7/19/2013,16:28:00
1400,1.4,1395,539299.47,6306302.07,1,20,4,F,2,1,F,7/11/2012,8/15/2013,400,5,,9:44:00,19,47,8,f,7/11/2012,10:52:00,5/12/2013,17:32:00,9/9/2013,17:32:00
2297,2.297,2102,547533.57,6305042.35,1,21,7,F,2,1,F,8/1/2011,7/15/2012,349,8,,9:26:00,4,27,8,f,8/1/2011,15:59:00,6/1/2012,22:39:00,9/29/2012,22:39:00
20417,20.417,12564,546078.93,6306777.12,1,21,8,F,2,1,F,10/6/2011,8/28/2012,327,8,,11:38:00,8,32,8,f,10/6/2011,10:46:00,8/6/2012,17:26:00,12/4/2012,16:26:00
5049,5.049,4976,540443.27,6306562.27,1,21,7,F,2,1,F,5/24/2011,5/15/2012,357,8,,11:44:00,1,21,8,f,5/24/2011,20:22:00,3/25/2012,3:02:00,7/23/2012,3:02:00
5760,5.76,5449,547533.57,6305042.35,1,21,7,F,2,1,F,8/1/2011,8/3/2012,368,8,,8:01:00,4,30,8,f,8/1/2011,15:59:00,6/1/2012,22:39:00,9/29/2012,22:39:00
5863,5.863,5364,540443.27,6306562.27,1,21,7,F,2,1,F,5/24/2011,7/15/2012,418,8,,9:26:00,1,27,8,f,5/24/2011,20:22:00,3/25/2012,3:02:00,7/23/2012,3:02:00
1049,1.049,886,546258.44,6305702.16,1,21,7,F,2,1,F,5/29/2011,7/23/2012,421,8,,10:06:00,2,29,8,f,5/29/2011,15:56:00,3/29/2012,22:36:00,7/27/2012,22:36:00
5097,5.097,4754,540443.27,6306562.27,1,21,7,F,2,1,F,5/24/2011,7/15/2012,418,8,,12:21:00,1,28,8,f,5/24/2011,20:22:00,3/25/2012,3:02:00,7/23/2012,3:02:00
5097,5.097,4683,540443.27,6306562.27,3,21,7,F,2,1,F,5/24/2011,4/16/2012,328,8,,10:01:00,1,16,8,f,5/24/2011,20:22:00,3/25/2012,3:02:00,7/23/2012,3:02:00
5780,5.78,5353,540443.27,6306562.27,3,21,7,F,2,1,F,5/24/2011,4/28/2012,340,8,,17:00:00,1,19,8,f,5/24/2011,20:22:00,3/25/2012,3:02:00,7/23/2012,3:02:00
600,0.6,594,545183.2,6306493.22,1,21,7,F,2,1,F,8/19/2011,7/11/2012,327,8,,16:25:00,5,25,8,f,8/19/2011,10:34:00,6/19/2012,17:14:00,10/17/2012,17:14:00
3063,3.063,2786,547533.57,6305042.35,1,21,7,F,2,1,F,8/1/2011,7/15/2012,349,8,,12:21:00,4,28,8,f,8/1/2011,15:59:00,6/1/2012,22:39:00,9/29/2012,22:39:00
2097,2.097,1909,546258.44,6305702.16,1,21,7,F,2,1,F,5/29/2011,5/20/2012,357,8,,9:29:00,2,24,8,f,5/29/2011,15:56:00,3/29/2012,22:36:00,7/27/2012,22:36:00
766,0.766,741,553965.27,6311668.62,1,22,5,F,2,1,F,9/4/2012,8/25/2013,355,6,,12:50:00,14,36,8,m,9/4/2012,17:51:00,7/7/2013,0:31:00,11/3/2013,23:31:00
8562,8.562,6813,547096.44,6310751.19,1,22,4,F,2,1,F,5/25/2011,7/21/2012,423,5,,15:07:00,1,4,8,m,5/25/2011,14:21:00,3/25/2012,21:01:00,7/23/2012,21:01:00
19901,19.901,16658,554285.79,6312199.93,2,22,6,F,2,1,F,12/13/2012,10/17/2013,308,7,,13:52:00,21,42,8,m,12/13/2012,12:09:00,10/14/2013,19:49:00,2/11/2014,18:49:00
1331,1.331,1188,553831.3,6312189.01,1,22,5,F,2,1,F,7/25/2012,8/25/2013,396,6,,12:50:00,6,36,8,m,7/25/2012,9:16:00,5/26/2013,15:56:00,9/23/2013,15:56:00
1249,1.249,1211,553480.66,6311752.87,1,22,5,F,2,1,F,7/24/2012,8/25/2013,397,6,,12:50:00,5,36,8,m,7/24/2012,16:35:00,5/25/2013,23:15:00,9/22/2013,23:15:00
3014,3.014,2845,556984.32,6312227.93,1,22,5,F,2,1,F,9/5/2012,8/31/2013,360,6,,12:15:00,15,38,8,m,9/5/2012,12:23:00,7/7/2013,19:03:00,11/4/2013,18:03:00
800,0.8,813,554289.66,6311144.15,1,22,6,F,2,1,F,9/25/2012,9/9/2013,349,6,,15:48:00,19,39,8,m,9/25/2012,12:56:00,7/27/2013,19:36:00,11/24/2013,18:36:00
23061,23.061,11285,549639.74,6303987.17,1,22,4,F,2,1,F,6/24/2011,8/7/2012,410,5,,13:32:00,2,9,8,m,6/24/2011,12:33:00,4/24/2012,19:13:00,8/22/2012,19:13:00
1315,1.315,1127,554116.93,6311726.37,1,22,5,F,2,1,F,8/6/2012,7/25/2013,353,6,,14:56:00,8,30,8,m,8/6/2012,18:18:00,6/8/2013,0:58:00,10/6/2013,0:58:00
4432,4.432,2671,553999.01,6311150.16,1,22,5,F,2,1,F,9/3/2012,8/15/2013,346,6,,11:55:00,13,34,8,m,9/3/2012,14:00:00,7/5/2013,20:40:00,11/2/2013,20:40:00
5964,5.964,4077,553938.1,6311394.18,1,22,5,F,2,1,F,8/28/2012,7/30/2013,336,6,,14:23:00,10,32,8,m,8/28/2012,16:50:00,6/29/2013,23:30:00,10/27/2013,23:30:00
4715,4.715,2588,553724.86,6312074.64,1,22,5,F,2,1,F,9/17/2012,8/15/2013,332,6,,11:55:00,18,34,8,m,9/17/2012,7:56:00,7/19/2013,14:36:00,11/16/2013,13:36:00
5040,5.04,3537,554134.4,6311337.28,1,22,5,F,2,1,F,8/31/2012,8/10/2013,344,6,,18:09:00,12,33,8,m,8/31/2012,18:43:00,7/3/2013,1:23:00,10/31/2013,1:23:00
12499,12.499,11922,561035.58,6301661.95,1,22,4,F,2,1,F,7/8/2011,8/3/2012,392,5,,16:00:00,3,7,8,m,7/8/2011,13:56:00,5/8/2012,20:36:00,9/5/2012,20:36:00
2580,2.58,1983,553157.78,6312194.37,2,22,5,F,2,1,F,9/7/2012,10/9/2013,397,7,,12:18:00,17,41,8,m,9/7/2012,14:27:00,7/9/2013,21:07:00,11/6/2013,20:07:00
47197,47.197,33568,551063.46,6310157.34,2,24,9,F,2,1,F,1/14/2012,11/17/2012,308,10,,12:14:00,4,22,8,m,1/14/2012,12:46:00,11/14/2012,19:26:00,3/14/2013,20:26:00
3346,3.346,3167,540302.81,6279268.11,1,24,10,F,2,1,F,9/25/2012,9/12/2013,352,10,,15:20:00,19,35,8,f,9/25/2012,14:27:00,7/27/2013,21:07:00,11/24/2013,20:07:00
31158,31.158,26650,541039.95,6307171.58,1,24,9,F,2,1,F,5/15/2012,5/28/2013,378,10,,17:07:00,10,31,8,f,5/15/2012,17:06:00,3/16/2013,23:46:00,7/14/2013,23:46:00
2814,2.814,2560,540389.84,6278416.48,1,24,9,F,2,1,F,9/14/2012,8/15/2013,335,10,,10:14:00,18,33,8,f,9/14/2012,13:56:00,7/16/2013,20:36:00,11/13/2013,19:36:00
3214,3.214,2941,540009.91,6278695.82,2,24,10,F,2,1,F,10/25/2012,11/11/2013,382,11,,14:15:00,20,37,8,f,10/25/2012,14:19:00,8/26/2013,20:59:00,12/24/2013,19:59:00
2414,2.414,2160,541061.9,6278559.91,1,24,10,F,2,1,F,10/26/2012,9/12/2013,321,10,,15:20:00,21,35,8,f,10/26/2012,12:39:00,8/27/2013,19:19:00,12/25/2013,18:19:00
3346,3.346,3077,541416.06,6278053.22,1,24,9,F,2,1,F,7/23/2012,5/28/2013,309,10,,17:07:00,14,31,8,f,7/23/2012,13:32:00,5/24/2013,20:12:00,9/21/2013,20:12:00
1566,1.566,1538,541276.21,6278048.06,2,24,10,F,2,1,F,11/17/2012,11/11/2013,359,11,,14:15:00,22,37,8,f,11/17/2012,12:14:00,9/18/2013,19:54:00,1/16/2014,18:54:00
51191,51.191,36000,551587.4,6310539.19,2,24,9,F,2,1,F,2/16/2012,1/28/2013,347,10,,12:09:00,6,25,8,f,2/16/2012,12:19:00,12/17/2012,18:59:00,4/16/2013,19:59:00
1531,1.531,1265,541720.08,6278386.17,2,24,10,F,2,1,F,1/5/2013,11/11/2013,310,11,,14:15:00,24,37,8,f,1/5/2013,12:07:00,11/6/2013,18:47:00,3/6/2014,18:47:00
2614,2.614,2394,540600.33,6278476.95,1,24,9,F,2,1,F,9/5/2012,8/15/2013,344,10,,10:14:00,17,33,8,f,9/5/2012,14:44:00,7/7/2013,21:24:00,11/4/2013,20:24:00
2014,2.014,1841,541185.09,6278391.47,1,24,9,F,2,1,F,7/12/2012,8/15/2013,399,10,,10:14:00,12,33,8,f,7/12/2012,12:58:00,5/13/2013,19:38:00,9/10/2013,19:38:00
4794,4.794,4462,544150.63,6276014.44,1,24,9,F,2,1,F,11/12/2011,9/14/2012,307,9,,13:56:00,3,18,8,f,11/12/2011,14:30:00,9/12/2012,22:10:00,1/10/2013,21:10:00
13083,13.083,10062,540485.66,6306525.94,2,24,9,F,2,1,F,4/28/2012,3/16/2013,322,10,,13:24:00,9,27,8,f,4/28/2012,14:02:00,2/27/2013,19:42:00,6/27/2013,20:42:00
12668,12.668,9474,540747.94,6307386.68,2,24,9,F,2,1,F,4/24/2012,3/16/2013,326,10,,13:24:00,7,27,8,f,4/24/2012,13:33:00,2/23/2013,19:13:00,6/23/2013,20:13:00
683,0.683,595,551700.65,6310877.14,1,26,7,M,2,2,T,5/29/2011,7/26/2012,424,8,,15:57:00,2,5,8,m,5/29/2011,15:41:00,3/29/2012,22:21:00,7/27/2012,22:21:00
